prioridad,id,probabilidad_churn,churn_real,contactar,fraccion_clientes,recall_acumulado
796,38439,0.47224663710494985,1,True,0.056857142857142856,0.42426367461430575
797,52567,0.46862958496831303,0,True,0.056928571428571426,0.42426367461430575
798,2187,0.4682871968325789,1,True,0.057,0.42496493688639553
799,33067,0.4670360711752296,1,True,0.05707142857142857,0.42566619915848525
800,61866,0.466494474436442,1,True,0.05714285714285714,0.426367461430575
801,55878,0.4656002195708612,1,True,0.05721428571428572,0.4270687237026648
802,41904,0.46091858508523703,0,True,0.05728571428571429,0.4270687237026648
803,68359,0.4578549608202076,0,True,0.05735714285714286,0.4270687237026648
804,31369,0.45715634070370875,0,True,0.057428571428571426,0.4270687237026648
805,58260,0.45564827680232406,1,True,0.0575,0.4277699859747546
806,66782,0.4551787164842556,1,True,0.05757142857142857,0.4284712482468443
807,55869,0.4527690530156982,0,True,0.05764285714285714,0.4284712482468443
808,41862,0.45260558396715467,0,True,0.05771428571428571,0.4284712482468443
809,56938,0.4515828627151581,0,True,0.05778571428571429,0.4284712482468443
810,37554,0.4485151515041417,0,True,0.05785714285714286,0.4284712482468443
811,31525,0.44590170026635423,0,True,0.057928571428571426,0.4284712482468443
812,39543,0.4423465580197911,1,True,0.058,0.42917251051893407
813,17158,0.44224071593051906,0,True,0.05807142857142857,0.42917251051893407
814,36435,0.4415912260225475,0,True,0.05814285714285714,0.42917251051893407
815,5841,0.4407443979683669,0,True,0.05821428571428571,0.42917251051893407
816,34524,0.4366216077947042,0,True,0.05828571428571429,0.42917251051893407
817,29856,0.43436910337170487,0,True,0.05835714285714286,0.42917251051893407
818,2951,0.4338136624672997,0,True,0.05842857142857143,0.42917251051893407
819,31734,0.43281656120429923,0,True,0.0585,0.42917251051893407
820,59456,0.43185963329403826,1,True,0.05857142857142857,0.42987377279102384
821,13045,0.4309003381793794,0,True,0.05864285714285714,0.42987377279102384
822,35902,0.4304111337729156,1,True,0.05871428571428571,0.4305750350631136
823,17870,0.4303419795590751,1,True,0.05878571428571429,0.43127629733520334
824,61028,0.4291267936528446,0,True,0.05885714285714286,0.43127629733520334
825,5580,0.42860629913277465,0,True,0.05892857142857143,0.43127629733520334
826,11857,0.42839538137570365,0,True,0.059,0.43127629733520334
827,56345,0.4270514623145977,0,True,0.05907142857142857,0.43127629733520334
828,35535,0.4248687896139422,1,True,0.05914285714285714,0.4319775596072931
829,51471,0.42453079023146106,1,True,0.05921428571428571,0.4326788218793829
830,29941,0.4244125348931042,0,True,0.05928571428571429,0.4326788218793829
831,10909,0.4244012805300862,0,True,0.05935714285714286,0.4326788218793829
832,4677,0.4239219279082036,0,True,0.05942857142857143,0.4326788218793829
833,55983,0.4235722207516649,1,True,0.0595,0.43338008415147267
834,6818,0.42355644742257736,1,True,0.059571428571428574,0.4340813464235624
835,9626,0.42339466007149745,0,True,0.05964285714285714,0.4340813464235624
836,53758,0.4229818254028869,0,True,0.05971428571428571,0.4340813464235624
837,61657,0.4225525788944489,0,True,0.05978571428571428,0.4340813464235624
838,2345,0.4200554701429568,1,True,0.05985714285714286,0.43478260869565216
839,2955,0.41854123550000544,1,True,0.05992857142857143,0.43548387096774194
840,28103,0.417956314150424,1,True,0.06,0.4361851332398317
841,63188,0.41782138187386275,0,True,0.060071428571428574,0.4361851332398317
842,62726,0.4159762944869106,0,True,0.060142857142857144,0.4361851332398317
843,46139,0.41597365634669514,0,True,0.06021428571428571,0.4361851332398317
844,56238,0.41582712817023676,0,True,0.06028571428571428,0.4361851332398317
845,30101,0.4148932477906931,1,True,0.06035714285714286,0.43688639551192143
846,3643,0.41263741813315624,1,True,0.06042857142857143,0.4375876577840112
847,5194,0.4113685657053958,0,True,0.0605,0.4375876577840112
848,13651,0.4111910120734301,1,True,0.060571428571428575,0.438288920056101
849,16425,0.4108146914629917,0,True,0.060642857142857144,0.438288920056101
850,16360,0.40973565965729347,0,True,0.060714285714285714,0.438288920056101
851,19342,0.4096930098345869,0,True,0.06078571428571428,0.438288920056101
852,66757,0.40817828141452045,1,True,0.06085714285714286,0.43899018232819076
853,31930,0.40430211883022243,0,True,0.06092857142857143,0.43899018232819076
854,63445,0.40423898074086656,1,True,0.061,0.4396914446002805
855,31167,0.40418137432623985,0,True,0.06107142857142857,0.4396914446002805
856,8889,0.4038758143234003,0,True,0.061142857142857145,0.4396914446002805
857,32015,0.4027355405133598,0,True,0.061214285714285714,0.4396914446002805
858,37219,0.4022743170291821,0,True,0.061285714285714284,0.4396914446002805
859,57453,0.40212769593163306,0,True,0.06135714285714286,0.4396914446002805
860,20439,0.4008507006713225,0,True,0.06142857142857143,0.4396914446002805
861,39362,0.40019638435997423,1,True,0.0615,0.44039270687237025
862,3471,0.3992121037976344,0,True,0.06157142857142857,0.44039270687237025
863,58630,0.3991253317385202,0,True,0.061642857142857145,0.44039270687237025
864,67535,0.3976467006442698,0,True,0.061714285714285715,0.44039270687237025
865,35134,0.3966010743382122,0,True,0.061785714285714284,0.44039270687237025
866,66367,0.3953925428654971,1,True,0.06185714285714286,0.44109396914446003
867,52010,0.3949570083388778,1,True,0.06192857142857143,0.4417952314165498
868,3153,0.3946093324920513,0,True,0.062,0.4417952314165498
869,41635,0.3939701690217744,0,True,0.06207142857142857,0.4417952314165498
870,3761,0.3926842373214861,0,True,0.062142857142857146,0.4417952314165498
871,22040,0.39197542358160076,0,True,0.062214285714285715,0.4417952314165498
872,49058,0.39054078942042547,1,True,0.062285714285714285,0.4424964936886395
873,1595,0.3879257243235466,0,True,0.062357142857142854,0.4424964936886395
874,30314,0.38663050929914855,1,True,0.06242857142857143,0.4431977559607293
875,29206,0.38649261072227925,1,True,0.0625,0.4438990182328191
876,63342,0.38624813359014176,1,True,0.06257142857142857,0.44460028050490885
877,11968,0.38437363649093137,1,True,0.06264285714285714,0.44530154277699857
878,33676,0.38426854849014475,0,True,0.06271428571428571,0.44530154277699857
879,64808,0.38398950732546344,1,True,0.06278571428571429,0.44600280504908835
880,56599,0.3839856272473648,0,True,0.06285714285714286,0.44600280504908835
881,28533,0.38320884904561503,1,True,0.06292857142857143,0.4467040673211781
882,41072,0.3828360622076204,0,True,0.063,0.4467040673211781
883,3408,0.3827312852898799,0,True,0.06307142857142857,0.4467040673211781
884,11392,0.3825022813174433,0,True,0.06314285714285714,0.4467040673211781
885,47707,0.3818636792524275,0,True,0.06321428571428571,0.4467040673211781
886,774,0.38121676772377244,0,True,0.06328571428571429,0.4467040673211781
887,45521,0.3807935286436949,0,True,0.06335714285714286,0.4467040673211781
888,33025,0.37994557983032184,0,True,0.06342857142857143,0.4467040673211781
889,58612,0.37623983297211244,1,True,0.0635,0.4474053295932679
890,25024,0.3759667229237113,1,True,0.06357142857142857,0.4481065918653576
891,9376,0.37390932966760404,0,True,0.06364285714285714,0.4481065918653576
892,66324,0.3735627529738858,0,True,0.06371428571428571,0.4481065918653576
893,25671,0.3735133696039449,0,True,0.06378571428571428,0.4481065918653576
894,52638,0.3726085757050543,1,True,0.06385714285714286,0.4488078541374474
895,26939,0.3721536682799967,1,True,0.06392857142857143,0.44950911640953717
896,58818,0.3719677754343359,0,True,0.064,0.44950911640953717
897,13911,0.37124070202410536,1,True,0.06407142857142857,0.45021037868162694
898,48457,0.3710968012266007,0,True,0.06414285714285714,0.45021037868162694
899,64737,0.37094661402888557,0,True,0.06421428571428571,0.45021037868162694
900,49261,0.370774319610033,0,True,0.06428571428571428,0.45021037868162694
901,37305,0.37033404222892363,1,True,0.06435714285714286,0.45091164095371666
902,34583,0.36880521845853165,0,True,0.06442857142857143,0.45091164095371666
903,18800,0.3672124840520203,1,True,0.0645,0.45161290322580644
904,54856,0.36669832462934593,0,True,0.06457142857142857,0.45161290322580644
905,3498,0.365768512281772,0,True,0.06464285714285714,0.45161290322580644
906,31524,0.36558772523607996,1,True,0.06471428571428571,0.4523141654978962
907,25206,0.3653805361251186,0,True,0.06478571428571428,0.4523141654978962
908,11234,0.3649851647996949,0,True,0.06485714285714286,0.4523141654978962
909,68793,0.36438326152814376,0,True,0.06492857142857143,0.4523141654978962
910,27739,0.3641634279476227,1,True,0.065,0.453015427769986
911,22375,0.3633734162558249,1,True,0.06507142857142857,0.4537166900420757
912,6453,0.3626391568021978,0,True,0.06514285714285714,0.4537166900420757
913,63963,0.3621643472363603,1,True,0.06521428571428571,0.4544179523141655
914,1485,0.3620901408924896,1,True,0.06528571428571428,0.45511921458625526
915,16170,0.36039848845658473,1,True,0.06535714285714286,0.45582047685834504
916,14104,0.36008360236481807,1,True,0.06542857142857143,0.45652173913043476
917,32146,0.3597621152505209,1,True,0.0655,0.45722300140252453
918,69612,0.3595312441486305,0,True,0.06557142857142857,0.45722300140252453
919,594,0.35935687810525463,0,True,0.06564285714285714,0.45722300140252453
920,24405,0.35838610681198396,1,True,0.06571428571428571,0.4579242636746143
921,8915,0.357769263563753,0,True,0.06578571428571428,0.4579242636746143
922,50059,0.35746042541886464,1,True,0.06585714285714285,0.4586255259467041
923,2542,0.3571763351418364,1,True,0.06592857142857143,0.4593267882187938
924,37303,0.3567098527536495,0,True,0.066,0.4593267882187938
925,54657,0.3566655054033649,0,True,0.06607142857142857,0.4593267882187938
926,52451,0.3557164680846223,0,True,0.06614285714285714,0.4593267882187938
927,47150,0.3551141473435359,1,True,0.06621428571428571,0.4600280504908836
928,1216,0.35125678389542186,0,True,0.06628571428571428,0.4600280504908836
929,52300,0.35084762576542755,1,True,0.06635714285714285,0.46072931276297335
930,65614,0.3471299649077647,0,True,0.06642857142857143,0.46072931276297335
931,21386,0.3466649084812733,0,True,0.0665,0.46072931276297335
932,62418,0.34609645779616305,1,True,0.06657142857142857,0.46143057503506313
933,32929,0.34578381136994846,1,True,0.06664285714285714,0.46213183730715285
934,66592,0.34397000049686055,0,True,0.06671428571428571,0.46213183730715285
935,64331,0.34345564921581595,1,True,0.06678571428571428,0.4628330995792426
936,51750,0.3413331927021392,1,True,0.06685714285714285,0.4635343618513324
937,7868,0.34027529166086234,0,True,0.06692857142857143,0.4635343618513324
938,69194,0.33989884312230206,0,True,0.067,0.4635343618513324
939,68274,0.33863788073606943,0,True,0.06707142857142857,0.4635343618513324
940,17560,0.3379742940953923,1,True,0.06714285714285714,0.4642356241234222
941,41648,0.3374818390457144,0,True,0.06721428571428571,0.4642356241234222
942,6049,0.3373796041899073,0,True,0.06728571428571428,0.4642356241234222
943,43823,0.3372047563200655,1,True,0.06735714285714285,0.4649368863955119
944,12103,0.3366531165782747,0,True,0.06742857142857143,0.4649368863955119
945,27314,0.336205906730625,0,True,0.0675,0.4649368863955119
946,59882,0.33547571672760484,0,True,0.06757142857142857,0.4649368863955119
947,49783,0.3348395296744148,0,True,0.06764285714285714,0.4649368863955119
948,55678,0.334733145979468,0,True,0.06771428571428571,0.4649368863955119
949,16121,0.33462334121676923,1,True,0.06778571428571428,0.46563814866760167
950,26274,0.333741948352071,1,True,0.06785714285714285,0.46633941093969145
951,4271,0.333693722589946,0,True,0.06792857142857144,0.46633941093969145
952,43794,0.33357182985351674,1,True,0.068,0.4670406732117812
953,41297,0.3335505174643974,1,True,0.06807142857142857,0.46774193548387094
954,53684,0.3334422246036921,0,True,0.06814285714285714,0.46774193548387094
955,29341,0.3324868119152655,0,True,0.06821428571428571,0.46774193548387094
956,46591,0.33205889106646475,0,True,0.06828571428571428,0.46774193548387094
957,31148,0.33188170786710647,0,True,0.06835714285714285,0.46774193548387094
958,61105,0.3316721445870449,0,True,0.06842857142857142,0.46774193548387094
959,11460,0.3307177267668782,0,True,0.0685,0.46774193548387094
960,57408,0.3305264697112418,0,True,0.06857142857142857,0.46774193548387094
961,5473,0.3293490578284778,1,True,0.06864285714285714,0.4684431977559607
962,26149,0.32882661242387484,1,True,0.06871428571428571,0.4691444600280505
963,17790,0.32825989478610246,0,True,0.06878571428571428,0.4691444600280505
964,26090,0.3269210580034968,0,True,0.06885714285714285,0.4691444600280505
965,38572,0.3263940861803854,1,True,0.06892857142857142,0.46984572230014027
966,42838,0.3263390270799703,0,True,0.069,0.46984572230014027
967,43382,0.3260439864472048,1,True,0.06907142857142858,0.47054698457223
968,51261,0.32383520771263874,1,True,0.06914285714285714,0.47124824684431976
969,22249,0.3238234401197398,1,True,0.06921428571428571,0.47194950911640954
970,30392,0.32346885537090586,1,True,0.06928571428571428,0.4726507713884993
971,55060,0.3224126877472948,0,True,0.06935714285714285,0.4726507713884993
972,54457,0.3208879865675299,1,True,0.06942857142857142,0.47335203366058903
973,7677,0.3207306440828799,1,True,0.0695,0.4740532959326788
974,44120,0.3204116414830008,1,True,0.06957142857142858,0.4747545582047686
975,3538,0.31986757164271035,0,True,0.06964285714285715,0.4747545582047686
976,26576,0.3193624379691505,0,True,0.06971428571428571,0.4747545582047686
977,46313,0.3186861775610025,0,True,0.06978571428571428,0.4747545582047686
978,64949,0.3182213690346274,0,True,0.06985714285714285,0.4747545582047686
979,53872,0.31818809501383494,1,True,0.06992857142857142,0.47545582047685836
980,46391,0.31804497262529,1,True,0.07,0.4761570827489481
981,62392,0.3180023955200886,0,True,0.07007142857142858,0.4761570827489481
982,7466,0.3178810736008838,0,True,0.07014285714285715,0.4761570827489481
983,39319,0.3167508557318852,0,True,0.07021428571428572,0.4761570827489481
984,12466,0.3159068420057492,1,True,0.07028571428571428,0.47685834502103785
985,26195,0.315497752061019,0,True,0.07035714285714285,0.47685834502103785
986,41888,0.3149177657765999,1,True,0.07042857142857142,0.47755960729312763
987,15178,0.313995600925207,0,True,0.0705,0.47755960729312763
988,57379,0.31277247741983355,1,True,0.07057142857142858,0.4782608695652174
989,11938,0.3125668133668657,0,True,0.07064285714285715,0.4782608695652174
990,1250,0.3115955507745301,1,True,0.07071428571428572,0.4789621318373071
991,15808,0.311346431339887,1,True,0.07078571428571429,0.4796633941093969
992,8833,0.31121121274191427,0,True,0.07085714285714285,0.4796633941093969
993,16503,0.31085397493742456,1,True,0.07092857142857142,0.4803646563814867
994,65118,0.310652617071497,0,True,0.071,0.4803646563814867
995,32873,0.31033014974946965,0,True,0.07107142857142858,0.4803646563814867
996,14933,0.3103164402603707,0,True,0.07114285714285715,0.4803646563814867
997,55576,0.30993457454635404,0,True,0.07121428571428572,0.4803646563814867
998,30686,0.30992964269665085,1,True,0.07128571428571429,0.48106591865357645
999,45752,0.30954244648939727,0,True,0.07135714285714286,0.48106591865357645
1000,14261,0.30930096355325404,1,True,0.07142857142857142,0.48176718092566617
1001,30640,0.30927242422628576,0,True,0.0715,0.48176718092566617
1002,4593,0.3075464692073911,1,True,0.07157142857142858,0.48246844319775595
1003,1372,0.3072919211729411,0,True,0.07164285714285715,0.48246844319775595
1004,20250,0.306670396768125,1,True,0.07171428571428572,0.4831697054698457
1005,61535,0.3064413929294438,1,True,0.07178571428571429,0.4838709677419355
1006,67460,0.3056273828231932,0,True,0.07185714285714286,0.4838709677419355
1007,43080,0.305544091062882,1,True,0.07192857142857143,0.4845722300140252
1008,45172,0.3039703842852576,0,True,0.072,0.4845722300140252
1009,5518,0.3037255610950764,1,True,0.07207142857142858,0.485273492286115
1010,51569,0.3034728333148312,1,True,0.07214285714285715,0.48597475455820477
1011,25697,0.30332190688081145,0,True,0.07221428571428572,0.48597475455820477
1012,36708,0.30326220722881336,0,True,0.07228571428571429,0.48597475455820477
1013,14309,0.3032427690161,1,True,0.07235714285714286,0.48667601683029454
1014,24801,0.30253459790536963,1,True,0.07242857142857143,0.48737727910238426
1015,18252,0.3018989077991339,1,True,0.0725,0.48807854137447404
1016,68742,0.3017088840301047,0,True,0.07257142857142856,0.48807854137447404
1017,31780,0.30112672582684996,0,True,0.07264285714285715,0.48807854137447404
1018,21034,0.3009673091177453,1,True,0.07271428571428572,0.4887798036465638
1019,55126,0.3004881036447294,0,True,0.07278571428571429,0.4887798036465638
1020,13633,0.29876942937244,0,True,0.07285714285714286,0.4887798036465638
1021,67791,0.29822397359532965,0,True,0.07292857142857143,0.4887798036465638
1022,33740,0.2980190129007279,1,True,0.073,0.4894810659186536
1023,8875,0.29793764894803565,1,True,0.07307142857142856,0.4901823281907433
1024,21553,0.29724062435177534,1,True,0.07314285714285715,0.4908835904628331
1025,33220,0.2965045820105729,0,True,0.07321428571428572,0.4908835904628331
1026,6906,0.2958482693062335,1,True,0.07328571428571429,0.49158485273492286
1027,35182,0.2953114556883802,0,True,0.07335714285714286,0.49158485273492286
1028,13618,0.29472484765302215,1,True,0.07342857142857143,0.49228611500701264
1029,16805,0.29463179225094643,0,True,0.0735,0.49228611500701264
1030,23379,0.29428815552465937,0,True,0.07357142857142857,0.49228611500701264
1031,24803,0.29416219548231537,0,True,0.07364285714285715,0.49228611500701264
1032,13296,0.2938186239091402,0,True,0.07371428571428572,0.49228611500701264
1033,52137,0.2934121909468289,0,True,0.07378571428571429,0.49228611500701264
1034,23333,0.2933672159472074,0,True,0.07385714285714286,0.49228611500701264
1035,12378,0.29288163445118043,1,True,0.07392857142857143,0.49298737727910236
1036,15423,0.2920374908837899,0,True,0.074,0.49298737727910236
1037,67548,0.29134760957483674,0,True,0.07407142857142857,0.49298737727910236
1038,606,0.2910390881132551,1,True,0.07414285714285715,0.49368863955119213
1039,11313,0.290399869400883,0,True,0.07421428571428572,0.49368863955119213
1040,37977,0.2898292268202072,0,True,0.07428571428571429,0.49368863955119213
1041,39017,0.28973840060146105,0,True,0.07435714285714286,0.49368863955119213
1042,56911,0.2894839968067509,0,True,0.07442857142857143,0.49368863955119213
1043,61036,0.28873581806825227,0,True,0.0745,0.49368863955119213
1044,1613,0.28846478595159386,1,True,0.07457142857142857,0.4943899018232819
1045,43916,0.28834397420951136,1,True,0.07464285714285715,0.4950911640953717
1046,64088,0.2879168295941125,1,True,0.07471428571428572,0.4957924263674614
1047,68773,0.287611778364212,0,True,0.07478571428571429,0.4957924263674614
1048,26530,0.286706239866677,0,True,0.07485714285714286,0.4957924263674614
1049,25578,0.28555026837864667,0,True,0.07492857142857143,0.4957924263674614
1050,43484,0.2852868591972956,0,True,0.075,0.4957924263674614
1051,22327,0.2849888065633343,0,True,0.07507142857142857,0.4957924263674614
1052,1755,0.2848900883208014,1,True,0.07514285714285714,0.4964936886395512
1053,2746,0.28472195396614863,0,True,0.07521428571428572,0.4964936886395512
1054,60362,0.28394410650484675,1,True,0.07528571428571429,0.49719495091164095
1055,939,0.2835367209268896,0,True,0.07535714285714286,0.49719495091164095
1056,2784,0.2834031129625695,1,True,0.07542857142857143,0.49789621318373073
1057,53145,0.28311158750155546,1,True,0.0755,0.49859747545582045
1058,37210,0.28277587959671574,0,True,0.07557142857142857,0.49859747545582045
1059,43158,0.2819400798233888,0,True,0.07564285714285714,0.49859747545582045
1060,16108,0.2819309702618255,0,True,0.07571428571428572,0.49859747545582045
1061,28171,0.2817210767952306,1,True,0.07578571428571429,0.4992987377279102
1062,23894,0.28135714549742374,1,True,0.07585714285714286,0.5
1063,9541,0.2812776340735228,0,True,0.07592857142857143,0.5
1064,31442,0.28090666816978815,0,True,0.076,0.5
1065,46485,0.280494115099375,0,True,0.07607142857142857,0.5
1066,19217,0.2799715134356129,0,True,0.07614285714285714,0.5
1067,60817,0.27981555603200553,0,True,0.07621428571428572,0.5
1068,14940,0.2796014008240901,1,True,0.07628571428571429,0.5007012622720898
1069,33834,0.2791244334853515,1,True,0.07635714285714286,0.5014025245441796
1070,21576,0.27884795670621004,0,True,0.07642857142857143,0.5014025245441796
1071,62130,0.27860661420312616,1,True,0.0765,0.5021037868162693
1072,62869,0.2784843823051011,0,True,0.07657142857142857,0.5021037868162693
1073,24464,0.27782573204692995,0,True,0.07664285714285714,0.5021037868162693
1074,26652,0.2775720325518204,0,True,0.07671428571428572,0.5021037868162693
1075,2518,0.27746477122624136,1,True,0.07678571428571429,0.5028050490883591
1076,38505,0.27722721388340016,0,True,0.07685714285714286,0.5028050490883591
1077,61051,0.27631341271981696,0,True,0.07692857142857143,0.5028050490883591
1078,38084,0.2756275413270347,0,True,0.077,0.5028050490883591
1079,31445,0.27496966056614214,0,True,0.07707142857142857,0.5028050490883591
1080,22066,0.274782125495607,0,True,0.07714285714285714,0.5028050490883591
1081,67012,0.27457666973487205,1,True,0.07721428571428571,0.5035063113604488
1082,66925,0.2730920501624674,0,True,0.07728571428571429,0.5035063113604488
1083,31043,0.2728310114952525,1,True,0.07735714285714286,0.5042075736325385
1084,19336,0.2725465014353102,1,True,0.07742857142857143,0.5049088359046283
1085,4882,0.2723352614323463,0,True,0.0775,0.5049088359046283
1086,21874,0.2720478345872228,0,True,0.07757142857142857,0.5049088359046283
1087,64175,0.27137898215878803,0,True,0.07764285714285714,0.5049088359046283
1088,39452,0.2713344861100069,1,True,0.07771428571428571,0.5056100981767181
1089,67590,0.2711699944048676,0,True,0.07778571428571429,0.5056100981767181
1090,66553,0.2710106079398474,1,True,0.07785714285714286,0.5063113604488079
1091,63480,0.2701773336447672,0,True,0.07792857142857143,0.5063113604488079
1092,21919,0.2699698977515472,1,True,0.078,0.5070126227208976
1093,60925,0.2697421546381219,1,True,0.07807142857142857,0.5077138849929874
1094,32077,0.2696619911407959,0,True,0.07814285714285714,0.5077138849929874
1095,55436,0.268614944458862,1,True,0.07821428571428571,0.5084151472650772
1096,40431,0.2684753596607608,0,True,0.07828571428571429,0.5084151472650772
1097,12387,0.26802777025769026,1,True,0.07835714285714286,0.5091164095371669
1098,40506,0.26693394199054543,1,True,0.07842857142857143,0.5098176718092566
1099,13604,0.2667623262211483,0,True,0.0785,0.5098176718092566
1100,16806,0.2667048764496151,0,True,0.07857142857142857,0.5098176718092566
1101,59988,0.26652673534261034,1,True,0.07864285714285714,0.5105189340813464
1102,47076,0.26623024756699293,1,True,0.07871428571428571,0.5112201963534362
1103,48916,0.2651307941626251,0,True,0.07878571428571429,0.5112201963534362
1104,17024,0.26498437535970465,0,True,0.07885714285714286,0.5112201963534362
1105,38545,0.26481816329014163,1,True,0.07892857142857143,0.511921458625526
1106,68057,0.26418072266526677,1,True,0.079,0.5126227208976157
1107,57070,0.26318032643706096,1,True,0.07907142857142857,0.5133239831697055
1108,56382,0.2629583648022829,1,True,0.07914285714285714,0.5140252454417953
1109,17753,0.2627529879719091,1,True,0.07921428571428571,0.514726507713885
1110,38151,0.2624683867729015,1,True,0.07928571428571428,0.5154277699859747
1111,64084,0.2611990280923532,0,True,0.07935714285714286,0.5154277699859747
1112,43519,0.2593318737325837,0,True,0.07942857142857143,0.5154277699859747
1113,29607,0.2591406302170907,0,True,0.0795,0.5154277699859747
1114,48756,0.2589565451085944,0,True,0.07957142857142857,0.5154277699859747
1115,45381,0.2586310959162067,0,True,0.07964285714285714,0.5154277699859747
1116,32861,0.25841648382693094,1,True,0.07971428571428571,0.5161290322580645
1117,13083,0.2581742381967452,0,True,0.07978571428571428,0.5161290322580645
1118,26901,0.2578666608950643,1,True,0.07985714285714286,0.5168302945301543
1119,13497,0.2576871480195262,0,True,0.07992857142857143,0.5168302945301543
1120,25325,0.2576127043654084,0,True,0.08,0.5168302945301543
1121,953,0.25736945516677523,0,True,0.08007142857142857,0.5168302945301543
1122,54217,0.2571350969495073,0,True,0.08014285714285714,0.5168302945301543
1123,30025,0.2569218960332047,0,True,0.08021428571428571,0.5168302945301543
1124,9486,0.2569214572942301,0,True,0.08028571428571428,0.5168302945301543
1125,23303,0.25674233040665323,0,True,0.08035714285714286,0.5168302945301543
1126,1896,0.25654473057736626,0,True,0.08042857142857143,0.5168302945301543
1127,26671,0.2565362450141703,0,True,0.0805,0.5168302945301543
1128,24932,0.2564962579056111,0,True,0.08057142857142857,0.5168302945301543
1129,66517,0.25600382940021527,1,True,0.08064285714285714,0.517531556802244
1130,44750,0.2559285888439111,1,True,0.08071428571428571,0.5182328190743338
1131,53524,0.25592614142630427,0,True,0.08078571428571428,0.5182328190743338
1132,10437,0.2558324003248144,0,True,0.08085714285714286,0.5182328190743338
1133,43795,0.25551678637483827,0,True,0.08092857142857143,0.5182328190743338
1134,6825,0.2552528050165746,0,True,0.081,0.5182328190743338
1135,29878,0.25524870480868,1,True,0.08107142857142857,0.5189340813464236
1136,67881,0.25502132229997243,0,True,0.08114285714285714,0.5189340813464236
1137,64306,0.2545810310696464,1,True,0.08121428571428571,0.5196353436185134
1138,59221,0.25419788886117106,0,True,0.08128571428571428,0.5196353436185134
1139,41685,0.2541356214608499,1,True,0.08135714285714286,0.520336605890603
1140,29460,0.254101271611157,1,True,0.08142857142857143,0.5210378681626928
1141,4613,0.2540001121873457,1,True,0.0815,0.5217391304347826
1142,52234,0.2538992897823459,0,True,0.08157142857142857,0.5217391304347826
1143,25388,0.25388902150675796,1,True,0.08164285714285714,0.5224403927068724
1144,66409,0.25368391548482955,0,True,0.08171428571428571,0.5224403927068724
1145,51662,0.25361237090214456,0,True,0.08178571428571428,0.5224403927068724
1146,30632,0.2533667661077897,0,True,0.08185714285714285,0.5224403927068724
1147,25095,0.25327788603534074,0,True,0.08192857142857143,0.5224403927068724
1148,34666,0.25307797711035807,0,True,0.082,0.5224403927068724
1149,48303,0.2520502336511889,0,True,0.08207142857142857,0.5224403927068724
1150,50715,0.2516260608640842,0,True,0.08214285714285714,0.5224403927068724
1151,28506,0.25121733771579374,0,True,0.08221428571428571,0.5224403927068724
1152,23415,0.25095582031005453,0,True,0.08228571428571428,0.5224403927068724
1153,23140,0.250613475981972,1,True,0.08235714285714285,0.5231416549789621
1154,10699,0.2505773892042451,0,True,0.08242857142857143,0.5231416549789621
1155,30147,0.25036745045378933,1,True,0.0825,0.5238429172510519
1156,10875,0.250084186052705,0,True,0.08257142857142857,0.5238429172510519
1157,15463,0.24908671672957636,1,True,0.08264285714285714,0.5245441795231417
1158,24432,0.24903242191084718,0,True,0.08271428571428571,0.5245441795231417
1159,34784,0.24864256628445136,1,True,0.08278571428571428,0.5252454417952315
1160,720,0.24826451617749004,0,True,0.08285714285714285,0.5252454417952315
1161,4928,0.24820940798144084,1,True,0.08292857142857143,0.5259467040673211
1162,14074,0.24816391559117484,1,True,0.083,0.5266479663394109
1163,63582,0.24802292368390344,1,True,0.08307142857142857,0.5273492286115007
1164,62485,0.24784295930371378,0,True,0.08314285714285714,0.5273492286115007
1165,5261,0.24769760857627923,0,True,0.08321428571428571,0.5273492286115007
1166,50861,0.24734524829718488,0,True,0.08328571428571428,0.5273492286115007
1167,56695,0.24700196601869231,1,True,0.08335714285714285,0.5280504908835905
1168,3663,0.24679760170724488,0,True,0.08342857142857144,0.5280504908835905
1169,46790,0.24635483714370687,0,True,0.0835,0.5280504908835905
1170,8296,0.24618081988244847,0,True,0.08357142857142857,0.5280504908835905
1171,58280,0.24583711097692826,0,True,0.08364285714285714,0.5280504908835905
1172,62866,0.24570848908875795,0,True,0.08371428571428571,0.5280504908835905
1173,17160,0.24567141896657205,1,True,0.08378571428571428,0.5287517531556802
1174,6655,0.24557432017302905,1,True,0.08385714285714285,0.52945301542777
1175,31397,0.24493736755187598,0,True,0.08392857142857142,0.52945301542777
1176,5197,0.24493616329971954,1,True,0.084,0.5301542776998598
1177,43468,0.24450039778865518,1,True,0.08407142857142857,0.5308555399719496
1178,3109,0.24446344751685473,1,True,0.08414285714285714,0.5315568022440392
1179,22203,0.24444557023695868,0,True,0.08421428571428571,0.5315568022440392
1180,18593,0.2442056772502025,0,True,0.08428571428571428,0.5315568022440392
1181,37181,0.24412144650368078,1,True,0.08435714285714285,0.532258064516129
1182,64400,0.24371342564776433,0,True,0.08442857142857142,0.532258064516129
1183,60987,0.2435532424832348,1,True,0.0845,0.5329593267882188
1184,20474,0.24333409217276722,0,True,0.08457142857142858,0.5329593267882188
1185,55102,0.2429883205540295,0,True,0.08464285714285714,0.5329593267882188
1186,11634,0.24284612684002857,0,True,0.08471428571428571,0.5329593267882188
