timestamp,zona_id,trafico_down_mbps,trafico_up_mbps,latencia_ms,perdida_paquetes_pct
2026-08-20 18:00:00,Z002,4168.59,449.64,14.15,0.086
2026-08-20 19:00:00,Z002,4739.19,531.82,14.26,0.049
2026-08-20 20:00:00,Z002,5261.63,673.54,14.03,0.066
2026-08-20 21:00:00,Z002,5372.43,563.04,13.93,0.141
2026-08-20 22:00:00,Z002,5546.36,554.67,15.01,0.057
2026-08-20 23:00:00,Z002,4894.51,544.11,16.43,0.046
2026-08-21 00:00:00,Z002,2158.03,236.78,14.89,0.089
2026-08-21 01:00:00,Z002,2248.14,293.99,13.17,0.167
2026-08-21 02:00:00,Z002,2181.19,243.73,14.25,0.099
2026-08-21 03:00:00,Z002,2184.77,278.43,15.16,0.106
2026-08-21 04:00:00,Z002,2046.84,310.34,16.36,0.104
2026-08-21 05:00:00,Z002,2131.71,257.59,13.61,0.074
2026-08-21 06:00:00,Z002,1918.6,274.27,15.41,0.03
2026-08-21 07:00:00,Z002,2213.28,265.34,13.76,0.095
2026-08-21 08:00:00,Z002,1961.33,235.03,14.1,0.082
2026-08-21 09:00:00,Z002,1997.98,253.15,15.27,0.092
2026-08-21 10:00:00,Z002,2109.66,338.25,12.89,0.103
2026-08-21 11:00:00,Z002,2163.41,324.91,14.46,0.098
2026-08-21 12:00:00,Z002,2212.41,230.37,12.96,0.072
2026-08-21 13:00:00,Z002,2315.89,286.0,13.75,0.121
2026-08-21 14:00:00,Z002,2134.78,214.68,11.0,0.116
2026-08-21 15:00:00,Z002,2567.87,345.36,13.87,0.111
2026-08-21 16:00:00,Z002,2952.62,372.47,14.32,0.09
2026-08-21 17:00:00,Z002,3797.32,363.15,13.92,0.086
2026-08-21 18:00:00,Z002,4221.65,481.4,13.36,0.126
2026-08-21 19:00:00,Z002,4880.0,764.06,14.64,0.071
2026-08-21 20:00:00,Z002,5543.17,674.24,15.77,0.045
2026-08-21 21:00:00,Z002,5146.1,645.4,15.04,0.089
2026-08-21 22:00:00,Z002,5572.32,712.6,12.39,0.088
2026-08-21 23:00:00,Z002,5185.67,635.64,12.47,0.07
2026-08-22 00:00:00,Z002,2290.38,336.54,11.65,0.091
2026-08-22 01:00:00,Z002,2140.67,273.18,14.71,0.073
2026-08-22 02:00:00,Z002,2297.91,315.04,13.8,0.04
2026-08-22 03:00:00,Z002,2377.74,314.88,14.68,0.059
2026-08-22 04:00:00,Z002,2333.48,351.51,13.85,0.083
2026-08-22 05:00:00,Z002,2127.3,232.32,12.71,0.084
2026-08-22 06:00:00,Z002,2200.15,276.32,12.93,0.075
2026-08-22 07:00:00,Z002,2138.58,262.65,12.04,0.085
2026-08-22 08:00:00,Z002,2206.62,270.78,12.02,0.1
2026-08-22 09:00:00,Z002,2205.39,271.83,11.76,0.043
2026-08-22 10:00:00,Z002,2198.93,309.24,14.63,0.084
2026-08-22 11:00:00,Z002,2153.52,222.69,14.33,0.101
2026-08-22 12:00:00,Z002,2292.7,333.92,13.18,0.085
2026-08-22 13:00:00,Z002,2153.62,265.25,15.76,0.049
2026-08-22 14:00:00,Z002,2554.34,361.73,13.17,0.094
2026-08-22 15:00:00,Z002,2900.54,358.09,14.94,0.027
2026-08-22 16:00:00,Z002,3201.82,409.06,12.41,0.051
2026-08-22 17:00:00,Z002,3806.94,439.55,15.33,0.089
2026-08-22 18:00:00,Z002,4434.36,520.79,14.35,0.104
2026-08-22 19:00:00,Z002,5263.85,598.26,15.55,0.1
2026-08-22 20:00:00,Z002,5777.53,701.25,14.87,0.025
2026-08-22 21:00:00,Z002,5943.85,859.5,14.63,0.083
2026-08-22 22:00:00,Z002,5526.8,704.06,13.91,0.119
2026-08-22 23:00:00,Z002,4940.59,559.35,13.28,0.135
2026-08-23 00:00:00,Z002,2215.32,247.63,11.49,0.053
2026-08-23 01:00:00,Z002,2287.48,292.47,13.22,0.062
2026-08-23 02:00:00,Z002,2421.41,388.5,15.38,0.127
2026-08-23 03:00:00,Z002,2412.51,369.64,13.64,0.054
2026-08-23 04:00:00,Z002,2418.75,255.26,12.77,0.05
2026-08-23 05:00:00,Z002,2221.19,200.43,12.28,0.061
2026-08-23 06:00:00,Z002,2114.16,287.39,14.01,0.097
2026-08-23 07:00:00,Z002,2281.46,266.7,15.19,0.094
2026-08-23 08:00:00,Z002,2202.63,208.68,14.62,0.042
2026-08-23 09:00:00,Z002,2273.69,275.53,12.37,0.088
2026-08-23 10:00:00,Z002,2257.5,277.5,14.18,0.06
2026-08-23 11:00:00,Z002,2306.8,253.02,12.71,0.1
2026-08-23 12:00:00,Z002,2367.06,305.57,13.75,0.022
2026-08-23 13:00:00,Z002,2486.69,225.48,14.7,0.143
2026-08-23 14:00:00,Z002,2477.62,308.14,14.46,0.086
2026-08-23 15:00:00,Z002,2994.5,321.47,12.84,0.07
2026-08-23 16:00:00,Z002,3362.29,374.38,14.52,0.112
2026-08-23 17:00:00,Z002,3836.13,518.92,15.7,0.089
2026-08-23 18:00:00,Z002,4332.15,529.42,13.59,0.156
2026-08-23 19:00:00,Z002,5017.15,638.42,12.21,0.084
2026-08-23 20:00:00,Z002,5605.71,729.5,15.02,0.123
2026-08-23 21:00:00,Z002,6233.92,741.87,13.45,0.058
2026-08-23 22:00:00,Z002,5756.45,704.4,14.57,0.064
2026-08-23 23:00:00,Z002,5472.82,535.84,13.42,0.048
2026-08-24 00:00:00,Z002,2107.99,292.37,13.65,0.083
2026-08-24 01:00:00,Z002,2191.61,251.97,14.46,0.088
2026-08-24 02:00:00,Z002,2019.71,228.3,14.43,0.118
2026-08-24 03:00:00,Z002,2250.69,340.83,14.58,0.068
2026-08-24 04:00:00,Z002,2121.88,251.0,13.51,0.091
2026-08-24 05:00:00,Z002,2169.13,222.11,15.31,0.025
2026-08-24 06:00:00,Z002,2106.71,289.12,14.73,0.069
2026-08-24 07:00:00,Z002,2316.59,262.7,11.6,0.094
2026-08-24 08:00:00,Z002,1957.91,210.53,14.75,0.066
2026-08-24 09:00:00,Z002,2184.61,224.2,15.03,0.029
2026-08-24 10:00:00,Z002,2258.13,254.87,15.84,0.055
2026-08-24 11:00:00,Z002,2325.34,245.64,11.85,0.081
2026-08-24 12:00:00,Z002,2283.31,301.08,15.4,0.104
2026-08-24 13:00:00,Z002,2138.28,281.18,14.11,0.059
2026-08-24 14:00:00,Z002,2362.79,281.54,15.7,0.065
2026-08-24 15:00:00,Z002,2513.91,275.32,16.28,0.061
2026-08-24 16:00:00,Z002,3142.85,328.52,14.61,0.088
2026-08-24 17:00:00,Z002,3725.63,507.9,14.1,0.064
2026-08-24 18:00:00,Z002,4520.53,499.27,11.28,0.024
2026-08-24 19:00:00,Z002,4539.78,585.34,16.66,0.019
2026-08-24 20:00:00,Z002,5218.18,633.15,15.9,0.056
2026-08-24 21:00:00,Z002,5748.88,668.3,17.38,0.084
2026-08-24 22:00:00,Z002,5495.22,666.37,13.64,0.108
2026-08-24 23:00:00,Z002,4640.25,417.49,13.82,0.104
2026-08-25 00:00:00,Z002,2072.38,254.48,12.54,0.112
2026-08-25 01:00:00,Z002,2190.43,263.5,14.2,0.038
2026-08-25 02:00:00,Z002,1998.83,236.2,14.62,0.097
2026-08-25 03:00:00,Z002,2093.25,274.59,15.7,0.077
2026-08-25 04:00:00,Z002,2157.65,252.19,13.85,0.085
2026-08-25 05:00:00,Z002,2291.11,306.39,14.99,0.066
2026-08-25 06:00:00,Z002,2042.0,256.97,15.49,0.132
2026-08-25 07:00:00,Z002,1893.18,296.65,14.5,0.107
2026-08-25 08:00:00,Z002,1961.6,228.42,14.99,0.045
2026-08-25 09:00:00,Z002,1852.28,231.59,13.94,0.123
2026-08-25 10:00:00,Z002,2116.3,251.2,14.84,0.111
2026-08-25 11:00:00,Z002,2071.73,277.96,13.37,0.08
2026-08-25 12:00:00,Z002,2228.48,295.67,14.38,0.048
2026-08-25 13:00:00,Z002,2033.38,238.27,15.17,0.093
2026-08-25 14:00:00,Z002,2369.41,284.08,14.37,0.05
2026-08-25 15:00:00,Z002,2669.64,354.25,13.57,0.093
2026-08-25 16:00:00,Z002,2740.17,336.22,13.84,0.118
2026-08-25 17:00:00,Z002,3498.17,465.36,13.53,0.011
2026-08-25 18:00:00,Z002,4169.74,512.68,14.18,0.085
2026-08-25 19:00:00,Z002,4784.01,550.85,12.65,0.02
2026-08-25 20:00:00,Z002,5382.74,585.76,15.39,0.015
2026-08-25 21:00:00,Z002,5673.34,861.34,14.0,0.08
2026-08-25 22:00:00,Z002,5512.42,703.21,13.65,0.05
2026-08-25 23:00:00,Z002,5039.38,460.49,15.01,0.068
2026-08-26 00:00:00,Z002,2128.3,238.62,15.72,0.087
2026-08-26 01:00:00,Z002,2097.19,240.66,13.82,0.152
2026-08-26 02:00:00,Z002,2001.88,272.74,14.68,0.126
2026-08-26 03:00:00,Z002,2188.24,262.7,15.22,0.087
2026-08-26 04:00:00,Z002,2200.29,311.17,14.11,0.067
2026-08-26 05:00:00,Z002,2066.35,261.93,12.95,0.07
2026-08-26 06:00:00,Z002,2035.36,259.76,13.1,0.041
2026-08-26 07:00:00,Z002,2021.68,225.28,13.42,0.088
2026-08-26 08:00:00,Z002,2112.76,265.27,14.54,0.102
2026-08-26 09:00:00,Z002,1946.21,200.64,14.67,0.086
2026-08-26 10:00:00,Z002,2225.36,215.5,13.43,0.071
2026-08-26 11:00:00,Z002,2156.02,259.88,14.56,0.077
2026-08-26 12:00:00,Z002,2296.77,333.88,12.66,0.081
2026-08-26 13:00:00,Z002,2299.97,296.19,13.51,0.088
2026-08-26 14:00:00,Z002,2176.86,260.6,12.25,0.095
2026-08-26 15:00:00,Z002,2449.57,299.94,14.38,0.082
2026-08-26 16:00:00,Z002,2885.11,337.11,15.42,0.067
2026-08-26 17:00:00,Z002,3533.13,394.47,15.22,0.082
2026-08-26 18:00:00,Z002,4067.67,488.56,13.71,0.122
2026-08-26 19:00:00,Z002,4885.74,484.95,14.6,0.134
2026-08-26 20:00:00,Z002,5699.97,589.7,13.91,0.079
2026-08-26 21:00:00,Z002,5595.33,703.41,13.76,0.053
2026-08-26 22:00:00,Z002,5640.31,581.78,13.24,0.046
2026-08-26 23:00:00,Z002,5030.45,611.69,15.08,0.056
2026-08-27 00:00:00,Z002,2008.01,227.59,13.78,0.086
2026-08-27 01:00:00,Z002,1966.89,250.15,12.93,0.061
2026-08-27 02:00:00,Z002,2240.39,195.48,14.39,0.09
2026-08-27 03:00:00,Z002,2049.59,232.21,15.47,0.139
2026-08-27 04:00:00,Z002,2229.96,330.68,13.17,0.033
2026-08-27 05:00:00,Z002,2122.96,280.39,11.77,0.052
2026-08-27 06:00:00,Z002,2049.93,256.96,14.27,0.057
2026-08-27 07:00:00,Z002,2145.27,220.59,13.49,0.042
2026-08-27 08:00:00,Z002,2113.85,228.28,14.83,0.079
2026-08-27 09:00:00,Z002,2107.27,308.76,14.46,0.069
2026-08-27 10:00:00,Z002,2075.65,212.3,13.92,0.089
2026-08-27 11:00:00,Z002,1955.63,194.66,13.38,0.047
2026-08-27 12:00:00,Z002,2167.4,266.01,13.85,0.097
2026-08-27 13:00:00,Z002,2161.8,257.93,12.8,0.089
2026-08-27 14:00:00,Z002,2351.88,239.94,13.81,0.079
2026-08-27 15:00:00,Z002,2611.71,325.87,13.13,0.103
2026-08-27 16:00:00,Z002,3039.45,331.7,12.63,0.061
2026-08-27 17:00:00,Z002,3295.97,405.8,15.42,0.123
2026-08-27 18:00:00,Z002,4006.0,528.0,14.1,0.008
2026-08-27 19:00:00,Z002,4822.35,546.59,15.45,0.054
2026-08-27 20:00:00,Z002,5545.69,656.58,12.42,0.063
2026-08-27 21:00:00,Z002,5985.97,702.75,15.48,0.106
2026-08-27 22:00:00,Z002,5299.55,533.92,12.69,0.124
2026-08-27 23:00:00,Z002,4929.01,463.29,15.01,0.026
2026-08-28 00:00:00,Z002,2048.89,248.37,17.02,0.104
2026-08-28 01:00:00,Z002,2081.81,250.7,15.1,0.123
2026-08-28 02:00:00,Z002,2104.29,245.61,13.0,0.1
2026-08-28 03:00:00,Z002,2226.25,202.41,13.52,0.044
2026-08-28 04:00:00,Z002,2142.45,217.31,12.42,0.114
2026-08-28 05:00:00,Z002,2112.14,251.56,14.52,0.109
2026-08-28 06:00:00,Z002,2087.93,238.14,13.53,0.112
2026-08-28 07:00:00,Z002,2121.53,245.32,14.47,0.135
2026-08-28 08:00:00,Z002,2135.35,247.61,16.33,0.12
2026-08-28 09:00:00,Z002,2242.5,252.26,13.28,0.025
2026-08-28 10:00:00,Z002,2224.2,269.47,11.84,0.116
2026-08-28 11:00:00,Z002,2107.5,246.13,12.18,0.095
2026-08-28 12:00:00,Z002,2212.03,263.85,13.5,0.159
2026-08-28 13:00:00,Z002,2100.01,229.28,14.85,0.05
2026-08-28 14:00:00,Z002,2229.1,305.33,14.73,0.095
2026-08-28 15:00:00,Z002,2600.19,285.03,13.7,0.078
2026-08-28 16:00:00,Z002,3082.64,389.61,12.89,0.104
2026-08-28 17:00:00,Z002,3263.11,375.89,12.63,0.054
2026-08-28 18:00:00,Z002,4577.7,448.34,13.02,0.095
2026-08-28 19:00:00,Z002,4792.04,586.23,15.72,0.1
2026-08-28 20:00:00,Z002,5294.58,624.73,14.71,0.099
2026-08-28 21:00:00,Z002,5605.23,702.95,14.62,0.077
2026-08-28 22:00:00,Z002,5261.34,689.97,14.41,0.018
2026-08-28 23:00:00,Z002,4713.65,531.65,13.76,0.116
2026-08-29 00:00:00,Z002,2556.39,212.48,14.37,0.082
2026-08-29 01:00:00,Z002,2216.25,284.0,14.18,0.069
2026-08-29 02:00:00,Z002,2237.34,287.16,14.55,0.086
2026-08-29 03:00:00,Z002,2175.74,353.09,14.43,0.103
2026-08-29 04:00:00,Z002,2183.34,268.21,14.22,0.023
2026-08-29 05:00:00,Z002,2162.34,235.64,13.28,0.048
2026-08-29 06:00:00,Z002,2238.82,315.58,14.16,0.045
2026-08-29 07:00:00,Z002,2130.8,243.64,12.3,0.089
2026-08-29 08:00:00,Z002,2370.72,264.01,14.09,0.067
2026-08-29 09:00:00,Z002,2172.1,266.83,13.2,0.056
2026-08-29 10:00:00,Z002,2075.13,251.03,15.28,0.101
2026-08-29 11:00:00,Z002,2397.84,263.48,15.02,0.047
2026-08-29 12:00:00,Z002,2343.84,339.07,14.6,0.13
2026-08-29 13:00:00,Z002,2268.44,267.65,12.9,0.081
2026-08-29 14:00:00,Z002,2490.94,299.89,13.43,0.065
2026-08-29 15:00:00,Z002,2750.11,323.44,12.62,0.023
2026-08-29 16:00:00,Z002,3034.48,301.22,13.0,0.067
2026-08-29 17:00:00,Z002,3681.84,405.04,16.63,0.042
2026-08-29 18:00:00,Z002,4663.8,548.28,13.21,0.098
2026-08-29 19:00:00,Z002,5035.6,543.32,16.16,0.014
2026-08-29 20:00:00,Z002,5616.5,689.99,15.88,0.068
2026-08-29 21:00:00,Z002,6584.1,865.06,12.05,0.051
2026-08-29 22:00:00,Z002,5739.63,590.28,14.91,0.066
2026-08-29 23:00:00,Z002,4863.7,513.27,15.02,0.019
2026-08-30 00:00:00,Z002,2339.5,318.45,13.6,0.038
2026-08-30 01:00:00,Z002,2290.29,258.13,12.18,0.137
2026-08-30 02:00:00,Z002,2145.47,210.08,14.34,0.078
2026-08-30 03:00:00,Z002,2383.83,272.45,13.56,0.09
2026-08-30 04:00:00,Z002,2254.46,278.31,14.33,0.085
2026-08-30 05:00:00,Z002,2192.53,290.49,13.57,0.104
2026-08-30 06:00:00,Z002,2373.95,260.75,16.89,0.059
2026-08-30 07:00:00,Z002,2163.53,277.15,14.53,0.082
2026-08-30 08:00:00,Z002,2316.93,286.81,16.48,0.078
2026-08-30 09:00:00,Z002,2149.48,240.15,14.57,0.095
2026-08-30 10:00:00,Z002,2259.02,242.3,15.33,0.138
2026-08-30 11:00:00,Z002,2249.94,331.1,15.04,0.147
2026-08-30 12:00:00,Z002,2319.65,283.11,15.01,0.067
2026-08-30 13:00:00,Z002,2373.96,332.26,14.98,0.079
2026-08-30 14:00:00,Z002,2483.27,326.21,14.87,0.103
2026-08-30 15:00:00,Z002,2749.41,295.92,13.2,0.094
2026-08-30 16:00:00,Z002,3234.7,422.22,13.19,0.075
2026-08-30 17:00:00,Z002,3510.36,347.98,14.1,0.121
2026-08-30 18:00:00,Z002,4442.98,660.33,13.8,0.081
2026-08-30 19:00:00,Z002,4911.12,563.75,12.58,0.034
2026-08-30 20:00:00,Z002,5379.33,652.4,13.21,0.065
2026-08-30 21:00:00,Z002,5988.45,579.49,14.49,0.105
2026-08-30 22:00:00,Z002,5917.92,756.01,14.29,0.061
2026-08-30 23:00:00,Z002,5121.31,741.58,14.36,0.077
2026-08-31 00:00:00,Z002,2181.98,263.46,14.27,0.073
2026-08-31 01:00:00,Z002,2088.27,281.79,11.66,0.094
2026-08-31 02:00:00,Z002,2082.35,190.37,12.83,0.079
2026-08-31 03:00:00,Z002,2137.72,280.25,14.97,0.034
2026-08-31 04:00:00,Z002,2164.15,283.35,14.26,0.095
2026-08-31 05:00:00,Z002,1942.94,204.29,15.64,0.072
2026-08-31 06:00:00,Z002,2340.9,236.02,15.88,0.062
2026-08-31 07:00:00,Z002,2210.64,255.48,14.14,0.098
2026-08-31 08:00:00,Z002,2069.5,273.21,13.68,0.085
2026-08-31 09:00:00,Z002,1875.57,215.58,15.52,0.101
2026-08-31 10:00:00,Z002,2216.68,267.78,16.01,0.089
2026-08-31 11:00:00,Z002,2076.42,275.8,15.11,0.099
2026-08-31 12:00:00,Z002,2123.96,263.84,15.67,0.094
2026-08-31 13:00:00,Z002,2072.59,229.16,13.19,0.057
2026-08-31 14:00:00,Z002,2121.19,314.7,12.95,0.056
2026-08-31 15:00:00,Z002,2353.74,313.04,13.89,0.069
2026-08-31 16:00:00,Z002,2929.73,377.4,13.42,0.02
2026-08-31 17:00:00,Z002,3324.58,331.95,14.33,0.108
2026-08-31 18:00:00,Z002,4490.36,428.72,14.74,0.062
2026-08-31 19:00:00,Z002,5539.62,779.72,16.2,0.104
2026-08-31 20:00:00,Z002,-100.0,626.97,13.42,0.056
2026-08-31 21:00:00,Z002,5755.63,825.39,13.83,0.058
2026-08-31 22:00:00,Z002,5047.58,624.24,15.49,0.118
2026-08-31 23:00:00,Z002,5199.25,656.31,14.15,0.118
2026-08-01 00:00:00,Z003,3320.64,376.52,16.05,0.048
2026-08-01 01:00:00,Z003,3489.82,451.83,14.1,0.114
2026-08-01 02:00:00,Z003,3735.21,475.1,15.67,0.052
2026-08-01 03:00:00,Z003,3470.46,541.66,16.33,0.042
2026-08-01 04:00:00,Z003,3493.23,426.32,14.5,0.118
2026-08-01 05:00:00,Z003,3784.52,456.27,15.35,0.099
2026-08-01 06:00:00,Z003,3491.93,330.08,15.22,0.098
2026-08-01 07:00:00,Z003,3556.6,374.44,16.35,0.085
2026-08-01 08:00:00,Z003,3316.09,333.15,14.81,0.101
2026-08-01 09:00:00,Z003,3424.01,434.64,14.8,0.084
2026-08-01 10:00:00,Z003,3390.73,455.78,15.01,0.097
2026-08-01 11:00:00,Z003,3383.05,338.42,14.09,0.108
2026-08-01 12:00:00,Z003,3719.37,478.93,13.46,0.056
2026-08-01 13:00:00,Z003,3643.97,436.87,15.33,0.066
2026-08-01 14:00:00,Z003,3781.1,570.28,15.86,0.054
2026-08-01 15:00:00,Z003,4516.14,465.94,13.48,0.07
2026-08-01 16:00:00,Z003,4860.47,628.44,14.13,0.098
2026-08-01 17:00:00,Z003,5692.73,715.08,14.09,0.038
2026-08-01 18:00:00,Z003,7069.41,858.52,13.14,0.067
2026-08-01 19:00:00,Z003,7896.14,918.53,16.17,0.143
2026-08-01 20:00:00,Z003,7793.93,992.34,15.19,0.074
2026-08-01 21:00:00,Z003,9582.15,1387.61,13.06,0.091
2026-08-01 22:00:00,Z003,9665.95,980.45,14.62,0.075
2026-08-01 23:00:00,Z003,8421.61,1161.08,14.38,0.081
2026-08-02 00:00:00,Z003,3224.84,455.82,13.58,0.076
2026-08-02 01:00:00,Z003,3648.06,448.58,15.2,0.098
2026-08-02 02:00:00,Z003,3527.29,439.7,12.65,0.076
2026-08-02 03:00:00,Z003,3665.75,390.48,13.14,0.054
2026-08-02 04:00:00,Z003,3519.37,496.36,14.66,0.015
2026-08-02 05:00:00,Z003,3597.26,407.82,14.61,0.076
2026-08-02 06:00:00,Z003,3359.92,399.59,13.47,0.089
2026-08-02 07:00:00,Z003,3355.97,346.1,14.88,0.113
2026-08-02 08:00:00,Z003,3586.88,395.52,13.11,0.06
2026-08-02 09:00:00,Z003,3636.98,391.43,15.06,0.099
2026-08-02 10:00:00,Z003,3696.24,502.49,14.65,0.036
2026-08-02 11:00:00,Z003,3611.43,439.63,13.55,0.121
2026-08-02 12:00:00,Z003,3528.84,395.44,15.35,0.068
2026-08-02 13:00:00,Z003,3551.64,366.15,13.02,0.058
2026-08-02 14:00:00,Z003,3957.41,414.4,11.77,0.089
2026-08-02 15:00:00,Z003,4115.31,492.83,15.54,0.082
2026-08-02 16:00:00,Z003,5208.84,619.74,15.21,0.064
2026-08-02 17:00:00,Z003,5825.66,617.55,13.02,0.073
2026-08-02 18:00:00,Z003,6505.38,796.2,13.64,0.087
2026-08-02 19:00:00,Z003,7565.82,987.54,16.05,0.125
2026-08-02 20:00:00,Z003,9644.83,1163.52,14.32,0.103
2026-08-02 21:00:00,Z003,9099.4,854.37,15.43,0.073
2026-08-02 22:00:00,Z003,8297.11,932.39,13.9,0.08
2026-08-02 23:00:00,Z003,8049.62,1131.26,12.54,0.075
2026-08-03 00:00:00,Z003,3197.13,443.9,13.33,0.07
2026-08-03 01:00:00,Z003,3486.04,487.6,15.77,0.031
2026-08-03 02:00:00,Z003,3401.14,421.92,13.94,0.082
2026-08-03 03:00:00,Z003,3521.4,477.43,15.08,0.086
2026-08-03 04:00:00,Z003,3668.93,418.22,12.06,0.072
2026-08-03 05:00:00,Z003,3337.45,465.73,13.39,0.095
2026-08-03 06:00:00,Z003,3107.53,423.31,14.08,0.072
2026-08-03 07:00:00,Z003,3648.2,496.33,12.75,0.077
2026-08-03 08:00:00,Z003,3739.11,559.68,15.11,0.025
2026-08-03 09:00:00,Z003,3529.99,389.97,15.59,0.058
2026-08-03 10:00:00,Z003,3407.85,376.21,13.56,0.099
2026-08-03 11:00:00,Z003,3148.87,489.92,12.77,0.048
2026-08-03 12:00:00,Z003,3479.03,484.9,13.61,0.048
2026-08-03 13:00:00,Z003,3328.93,348.04,14.37,0.078
2026-08-03 14:00:00,Z003,3736.75,468.86,14.99,0.068
2026-08-03 15:00:00,Z003,3900.41,477.19,13.93,0.088
2026-08-03 16:00:00,Z003,4496.46,582.89,12.59,0.067
2026-08-03 17:00:00,Z003,5802.02,597.78,15.26,0.038
2026-08-03 18:00:00,Z003,6119.48,597.21,14.14,0.102
2026-08-03 19:00:00,Z003,8103.53,1119.85,15.14,0.055
2026-08-03 20:00:00,Z003,8140.67,1073.08,15.82,0.049
2026-08-03 21:00:00,Z003,9270.09,845.39,15.0,0.078
2026-08-03 22:00:00,Z003,8382.93,1009.88,13.15,0.093
2026-08-03 23:00:00,Z003,7678.99,1029.21,15.94,0.084
2026-08-04 00:00:00,Z003,3206.16,330.01,16.04,0.127
2026-08-04 01:00:00,Z003,3461.72,418.51,14.98,0.119
2026-08-04 02:00:00,Z003,3236.23,389.79,12.67,0.076
2026-08-04 03:00:00,Z003,3560.13,484.81,14.16,0.0
2026-08-04 04:00:00,Z003,3230.57,392.63,13.74,0.081
2026-08-04 05:00:00,Z003,3365.14,376.88,13.99,0.076
2026-08-04 06:00:00,Z003,3223.48,476.09,13.43,0.012
2026-08-04 07:00:00,Z003,3596.01,385.87,15.08,0.06
2026-08-04 08:00:00,Z003,3414.46,407.27,15.2,0.074
2026-08-04 09:00:00,Z003,3232.14,400.32,13.54,0.022
2026-08-04 10:00:00,Z003,3244.24,528.91,11.81,0.087
2026-08-04 11:00:00,Z003,3310.96,488.52,12.67,0.083
2026-08-04 12:00:00,Z003,3488.33,409.22,13.08,0.079
2026-08-04 13:00:00,Z003,3424.72,394.92,15.12,0.092
2026-08-04 14:00:00,Z003,3757.53,469.52,15.15,0.119
2026-08-04 15:00:00,Z003,3982.38,526.84,12.44,0.012
2026-08-04 16:00:00,Z003,5027.02,578.11,14.3,0.043
2026-08-04 17:00:00,Z003,5205.61,569.0,14.77,0.065
2026-08-04 18:00:00,Z003,6489.97,706.32,15.4,0.106
2026-08-04 19:00:00,Z003,7491.24,975.82,13.72,0.07
2026-08-04 20:00:00,Z003,8441.75,1094.46,13.12,0.095
2026-08-04 21:00:00,Z003,9744.64,1196.12,14.85,0.088
2026-08-04 22:00:00,Z003,8642.74,828.35,16.3,0.109
2026-08-04 23:00:00,Z003,7435.98,895.84,13.34,0.089
2026-08-05 00:00:00,Z003,3337.99,412.01,12.77,0.066
2026-08-05 01:00:00,Z003,3500.47,392.03,10.83,0.075
2026-08-05 02:00:00,Z003,3690.03,489.79,13.3,0.078
2026-08-05 03:00:00,Z003,3430.64,321.3,12.97,0.092
2026-08-05 04:00:00,Z003,3567.65,404.61,15.88,0.057
2026-08-05 05:00:00,Z003,2821.67,370.08,14.65,0.102
2026-08-05 06:00:00,Z003,3433.24,421.86,13.69,0.073
2026-08-05 07:00:00,Z003,3259.91,371.61,11.83,0.044
2026-08-05 08:00:00,Z003,3304.69,285.48,11.59,0.07
2026-08-05 09:00:00,Z003,3311.12,381.77,11.14,0.127
2026-08-05 10:00:00,Z003,3118.99,336.0,12.49,0.119
2026-08-05 11:00:00,Z003,3411.03,385.11,13.35,0.085
2026-08-05 12:00:00,Z003,3194.02,401.52,13.34,0.096
2026-08-05 13:00:00,Z003,3549.0,394.28,11.54,0.073
2026-08-05 14:00:00,Z003,3427.34,415.32,13.69,0.062
2026-08-05 15:00:00,Z003,3799.23,523.54,13.46,0.151
2026-08-05 16:00:00,Z003,4652.54,582.84,14.05,0.09
2026-08-05 17:00:00,Z003,5792.99,791.11,11.88,0.106
2026-08-05 18:00:00,Z003,6736.96,812.06,16.06,0.133
2026-08-05 19:00:00,Z003,7969.82,891.4,12.64,0.103
2026-08-05 20:00:00,Z003,8978.29,804.19,15.7,0.072
2026-08-05 21:00:00,Z003,8046.89,1022.28,15.18,0.069
2026-08-05 22:00:00,Z003,8058.11,1173.92,13.29,0.115
2026-08-05 23:00:00,Z003,7136.67,900.93,14.47,0.106
2026-08-06 00:00:00,Z003,3552.44,382.94,14.62,0.039
2026-08-06 01:00:00,Z003,3122.39,347.6,14.49,0.13
2026-08-06 02:00:00,Z003,3607.26,413.67,14.37,0.108
2026-08-06 03:00:00,Z003,3443.45,404.46,14.09,0.077
2026-08-06 04:00:00,Z003,3297.59,378.82,13.86,0.068
2026-08-06 05:00:00,Z003,3158.72,419.92,14.62,0.136
2026-08-06 06:00:00,Z003,3384.17,384.93,13.25,0.081
2026-08-06 07:00:00,Z003,3411.7,396.88,12.24,0.058
2026-08-06 08:00:00,Z003,3331.88,436.82,12.22,0.088
2026-08-06 09:00:00,Z003,3363.49,380.84,13.3,0.058
2026-08-06 10:00:00,Z003,3355.63,459.39,15.44,0.046
2026-08-06 11:00:00,Z003,3319.38,289.11,14.13,0.098
2026-08-06 12:00:00,Z003,3623.06,337.68,12.69,0.084
2026-08-06 13:00:00,Z003,3220.15,394.74,14.75,0.042
2026-08-06 14:00:00,Z003,3688.37,375.54,15.65,0.086
2026-08-06 15:00:00,Z003,3918.23,397.42,14.47,0.121
2026-08-06 16:00:00,Z003,4483.96,508.51,13.1,0.127
2026-08-06 17:00:00,Z003,5047.26,703.0,13.55,0.078
2026-08-06 18:00:00,Z003,6488.54,801.94,13.12,0.112
