id_venta,fecha,sucursal,vendedor,categoria,producto,cantidad,precio_unitario,descuento_pct,metodo_pago,tipo_cliente,edad_cliente,satisfaccion,tiempo_atencion_min,devolucion
V229,2026-05-30,Arequipa,V006,Smartphones,Smartphone Motorola,1,980.91,0,Tarjeta,Nuevo,51,1,35,No
V230,2026-02-25,Arequipa,V007,Monitores,Monitor AOC,1,592.69,0,Tarjeta,Frecuente,22,5,28,No
V231,2026-06-04,Lima,V003,Accesorios,Audifonos JBL,1,144.55,15,Plin,Frecuente,53,3,44,No
V232,2026-06-04,Arequipa,V008,Accesorios,Cargador USB-C,1,81.51,0,Transferencia,Nuevo,54,3,7,No
V233,2026-07-31,Arequipa,V005,Smartphones,Smartphone Samsung,1,1769.61,10,Yape,Nuevo,23,3,45,No
V234,2026-01-07,Trujillo,V009,Monitores,Monitor Samsung,2,768.34,0,Tarjeta,Nuevo,28,2,31,No
V235,2026-05-24,Cusco,V012,Smartphones,Smartphone Motorola,1,1015.1,0,Plin,Nuevo,36,4,6,No
V236,2026-01-23,Trujillo,V009,Smartphones,Smartphone Samsung,1,1841.76,0,Yape,Frecuente,48,4,6,No
V237,2026-06-09,Cusco,V012,Laptops,Laptop Lenovo,3,2752.71,15,Transferencia,Frecuente,34,3,23,No
V238,2026-04-15,Cusco,V012,Laptops,Laptop Dell,1,3136.26,20,Efectivo,Nuevo,58,5,23,No
V239,2026-02-03,Trujillo,V010,Smartphones,Smartphone Xiaomi,1,1247.39,15,Efectivo,Nuevo,29,1,33,No
V240,2026-03-13,Arequipa,V007,Tablets,Tablet Samsung,1,1254.65,0,Tarjeta,Frecuente,44,1,42,Si
V241,2026-04-14,Cusco,V014,Smartphones,Smartphone Motorola,1,1038.17,0,Plin,VIP,50,4,41,No
V242,2026-06-27,Arequipa,V005,Smartphones,Smartphone Samsung,1,1880.83,5,Efectivo,Nuevo,61,1,32,No
V243,2026-02-11,Trujillo,V010,Laptops,Laptop Lenovo,1,2768.67,10,Yape,Frecuente,18,3,44,No
V244,2026-02-02,Cusco,V012,Monitores,Monitor Samsung,1,813.14,0,Yape,VIP,44,4,21,No
V245,2026-06-09,Cusco,V012,Monitores,Monitor AOC,1,613.98,15,Tarjeta,Nuevo,62,2,20,No
V246,2026-03-14,Trujillo,V009,Accesorios,Mochila para laptop,1,123.52,20,Tarjeta,VIP,37,3,33,No
V247,2026-07-10,Cusco,V014,Laptops,Laptop HP,2,3081.93,15,Plin,Frecuente,70,4,8,No
V248,2026-03-25,Cusco,V012,Tablets,Tablet Samsung,2,1257.59,5,Tarjeta,Nuevo,41,3,17,No
V249,2026-05-14,Cusco,V014,Laptops,Laptop Lenovo,1,2727.74,20,Efectivo,VIP,53,4,27,No
V250,2026-03-12,Lima,V003,Laptops,Laptop Asus,2,2817.15,5,Efectivo,Frecuente,35,2,31,No
V251,2026-07-20,Lima,V004,Monitores,Monitor LG,1,757.59,5,Transferencia,Frecuente,63,4,22,No
V252,2026-04-04,Cusco,V013,Monitores,Monitor ViewSonic,1,676.35,15,Transferencia,Nuevo,60,4,28,No
V253,2026-03-18,Trujillo,V011,Laptops,Laptop Asus,3,2821.33,10,Yape,Nuevo,59,3,24,No
V254,2026-03-07,Lima,V004,Accesorios,Cargador USB-C,1,77.12,20,Yape,Nuevo,42,4,7,No
V255,2026-08-01,Arequipa,V007,Monitores,Monitor ViewSonic,1,718.05,5,Efectivo,Frecuente,29,2,23,Si
V256,2026-03-12,Arequipa,V007,Laptops,Laptop HP,2,3055.14,5,Plin,Frecuente,34,2,42,No
V257,2026-05-05,Lima,V001,Smartphones,Smartphone Samsung,2,1800.09,15,Transferencia,Nuevo,27,5,13,No
V258,2026-05-30,Cusco,V012,Accesorios,Mochila para laptop,3,122.59,20,Yape,Frecuente,58,1,8,No
V259,2026-07-18,Arequipa,V006,Smartphones,Smartphone Samsung,1,1733.29,15,Plin,Frecuente,18,4,7,No
V260,2026-01-08,Trujillo,V011,Monitores,Monitor Samsung,1,793.79,5,Efectivo,Frecuente,26,4,11,No
V261,2026-02-16,Lima,V001,Accesorios,Audifonos JBL,2,149.34,10,Plin,VIP,39,2,36,Si
V262,2026-08-25,Cusco,V012,Monitores,Monitor LG,1,767.04,0,Transferencia,Frecuente,63,4,7,No
V263,2026-07-21,Lima,V001,Laptops,Laptop Lenovo,1,2673.51,20,Plin,Nuevo,62,3,14,No
V264,2026-01-07,Trujillo,V010,Laptops,Laptop Acer,1,2540.19,0,Plin,Frecuente,64,1,44,Si
V265,2026-02-01,Cusco,V012,Tablets,Tablet Samsung,2,1336.13,5,Yape,Frecuente,20,2,40,Si
V266,2026-08-31,Cusco,V013,Monitores,Monitor Samsung,1,741.99,0,Transferencia,Frecuente,23,1,37,No
V267,2026-08-24,Trujillo,V011,Monitores,Monitor ViewSonic,1,723.72,20,Tarjeta,Nuevo,20,4,23,No
V268,2026-04-24,Lima,V001,Laptops,Laptop Lenovo,1,2898.56,0,Yape,Nuevo,57,5,22,No
V269,2026-08-01,Trujillo,V009,Laptops,Laptop Asus,1,2920.57,15,Plin,Frecuente,69,3,15,No
V270,2026-01-20,Arequipa,V005,Smartphones,Smartphone Motorola,1,998.27,20,Efectivo,Frecuente,57,5,6,No
V271,2026-07-10,Arequipa,V008,Smartphones,Smartphone Samsung,1,1869.77,0,Yape,Frecuente,,3,38,No
V272,2026-05-29,Arequipa,V007,Tablets,Tablet Samsung,2,1291.27,20,Yape,Frecuente,27,4,40,No
V273,2026-01-07,Arequipa,V008,Smartphones,Smartphone Samsung,1,1723.48,5,Yape,VIP,32,3,40,No
V274,2026-03-06,Lima,V004,Smartphones,Smartphone Motorola,2,994.81,20,Yape,Nuevo,59,3,6,No
V275,2026-05-27,Lima,V001,Tablets,Tablet Lenovo,1,1142.91,20,Yape,Nuevo,32,2,34,No
V276,2026-06-07,Cusco,V014,Accesorios,Cargador USB-C,1,79.62,5,Tarjeta,Nuevo,69,4,23,No
V277,2026-02-01,Lima,V002,Smartphones,Smartphone Samsung,2,1857.93,15,Tarjeta,Nuevo,25,3,30,No
V278,2026-02-22,Trujillo,V009,Smartphones,Smartphone Samsung,2,1876.79,0,Plin,Frecuente,50,5,13,Si
V279,2026-07-12,Lima,V004,Tablets,Tablet Lenovo,2,1146.68,0,Transferencia,Nuevo,24,4,29,No
V280,2026-03-28,Cusco,V013,Tablets,Tablet Samsung,3,1270.57,5,Plin,Frecuente,56,2,37,No
V281,2026-08-13,Trujillo,V011,Tablets,Tablet Samsung,1,1261.12,5,Yape,VIP,63,4,16,No
V282,2026-03-28,Lima,V003,Tablets,Tablet Lenovo,2,1109.11,15,Transferencia,Nuevo,69,4,5,Si
V283,2026-02-11,Lima,V001,Monitores,Monitor AOC,1,635.51,5,Yape,Nuevo,68,3,23,No
V284,2026-04-06,Cusco,V012,Tablets,Tablet Samsung,1,1331.51,5,Transferencia,Frecuente,36,5,8,No
V285,2026-07-25,Trujillo,V011,Laptops,Laptop Lenovo,1,2868.23,20,Efectivo,VIP,59,5,28,No
V286,2026-06-08,Arequipa,V006,Accesorios,Webcam Logitech,3,212.9,0,Efectivo,Frecuente,20,2,32,No
V287,2026-02-15,Trujillo,V009,Accesorios,Webcam Logitech,1,224.61,0,Yape,Frecuente,58,4,44,No
V288,2026-07-26,Trujillo,V009,Accesorios,Parlante JBL,1,243.0,0,Transferencia,Nuevo,43,4,10,No
V289,2026-06-23,Trujillo,V010,Accesorios,Audifonos JBL,3,145.78,20,Transferencia,Frecuente,18,4,12,No
V290,2026-08-24,Arequipa,V005,Accesorios,Webcam Logitech,4,229.15,15,Yape,Frecuente,51,4,28,No
V291,2026-05-09,Lima,V003,Monitores,Monitor AOC,2,620.86,0,Transferencia,Frecuente,31,3,45,No
V292,2026-04-23,Lima,V002,Tablets,Tablet Lenovo,2,1116.12,0,Tarjeta,Frecuente,23,2,9,No
V293,2026-05-27,Lima,V002,Accesorios,Webcam Logitech,2,217.54,15,Yape,Nuevo,52,4,5,No
V294,2026-07-17,Lima,V001,Accesorios,Parlante JBL,3,240.15,5,Transferencia,Nuevo,46,4,29,No
V295,2026-05-06,Arequipa,V006,Monitores,Monitor ViewSonic,2,710.48,5,Efectivo,Nuevo,68,5,28,Si
V296,2026-08-16,Arequipa,V005,Laptops,Laptop Lenovo,1,2820.36,0,Yape,Nuevo,64,3,27,No
V297,2026-08-10,Arequipa,V006,Monitores,Monitor LG,1,758.77,0,Efectivo,Frecuente,21,2,40,No
V298,2026-03-20,Lima,V003,Laptops,Laptop HP,1,3169.93,10,Yape,Nuevo,24,4,23,No
V299,2026-03-27,Cusco,V013,Accesorios,Parlante JBL,3,253.99,0,Transferencia,Frecuente,45,1,15,Si
V300,2026-03-02,Cusco,V013,Accesorios,Teclado Redragon,1,183.23,20,Plin,Frecuente,49,1,40,No
V301,2026-01-25,Trujillo,V009,Tablets,Tablet Samsung,2,1269.22,0,Tarjeta,VIP,58,5,6,No
V302,2026-07-20,Arequipa,V005,Tablets,Tablet Lenovo,3,1104.78,20,Efectivo,Nuevo,67,3,42,No
V303,2026-05-03,Lima,V004,Accesorios,Parlante JBL,1,237.76,0,Transferencia,Nuevo,54,3,41,No
V304,2026-07-12,Cusco,V013,Laptops,Laptop HP,1,3181.06,5,Yape,Nuevo,51,4,28,No
V305,2026-08-18,Lima,V001,Accesorios,Mouse Logitech,2,91.83,5,Yape,Frecuente,42,4,29,No
V306,2026-08-06,Lima,V003,Smartphones,Smartphone Samsung,1,1802.95,10,Plin,Frecuente,18,4,37,No
V307,2026-03-04,Lima,V003,Monitores,Monitor LG,1,726.52,0,Efectivo,Frecuente,25,3,35,No
V308,2026-06-05,Arequipa,V008,Laptops,Laptop HP,1,2958.37,0,Efectivo,Frecuente,,1,41,Si
V309,2026-08-29,Arequipa,V008,Tablets,Tablet Samsung,2,1349.21,5,Tarjeta,Nuevo,48,1,35,No
V310,2026-06-07,Arequipa,V006,Tablets,Tablet Lenovo,1,1063.45,20,Transferencia,Frecuente,42,3,13,No
V311,2026-08-13,Cusco,V012,Tablets,Tablet Samsung,2,1258.06,0,Transferencia,Frecuente,48,5,13,No
V312,2026-01-05,Cusco,V014,Smartphones,Smartphone Xiaomi,1,1244.98,15,Efectivo,VIP,67,4,29,No
V313,2026-08-25,Lima,V004,Monitores,Monitor AOC,1,618.58,0,Yape,Frecuente,34,1,17,No
V314,2026-01-06,Lima,V001,Smartphones,Smartphone Motorola,2,970.54,15,Yape,Nuevo,55,3,21,No
V315,2026-05-29,Trujillo,V011,Accesorios,Cargador USB-C,1,79.18,20,Efectivo,Nuevo,34,4,24,No
V316,2026-04-16,Arequipa,V005,Monitores,Monitor ViewSonic,2,709.53,0,Efectivo,Frecuente,69,3,40,No
V317,2026-01-18,Arequipa,V008,Laptops,Laptop Lenovo,1,2890.51,15,Tarjeta,Nuevo,23,1,43,No
V318,2026-04-17,Trujillo,V011,Tablets,Tablet Samsung,2,1357.94,20,Plin,Nuevo,69,2,38,Si
V319,2026-06-07,Arequipa,V006,Laptops,Laptop Dell,1,3213.95,0,Tarjeta,VIP,40,4,30,No
V320,2026-01-08,Lima,V001,Tablets,Tablet Lenovo,1,1124.88,10,Yape,VIP,56,4,17,No
V321,2026-01-06,Trujillo,V009,Smartphones,Smartphone Motorola,1,960.65,5,Yape,VIP,34,4,39,No
V322,2026-07-01,Cusco,V013,Tablets,Tablet Lenovo,2,1129.7,20,Plin,VIP,48,3,12,No
V323,2026-07-25,Arequipa,V006,Accesorios,Webcam Logitech,2,230.02,0,Yape,Nuevo,61,2,26,No
V324,2026-05-06,Trujillo,V010,Monitores,Monitor AOC,2,600.33,5,Plin,Frecuente,33,3,21,No
V325,2026-03-09,Trujillo,V009,Laptops,Laptop Lenovo,1,2917.65,20,Transferencia,Nuevo,20,2,35,No
V326,2026-08-22,Trujillo,V010,Monitores,Monitor AOC,2,613.67,0,Tarjeta,Frecuente,52,4,7,No
V327,2026-06-29,Arequipa,V008,Laptops,Laptop Acer,1,2589.62,0,Efectivo,Nuevo,41,4,44,No
V328,2026-03-13,Arequipa,V007,Smartphones,Smartphone Motorola,1,984.31,15,Efectivo,Frecuente,41,3,30,No
V329,2026-02-07,Arequipa,V005,Accesorios,Mochila para laptop,2,116.83,15,Efectivo,Nuevo,27,4,35,No
V330,2026-05-12,Arequipa,V007,Smartphones,Smartphone Xiaomi,2,1170.12,0,Plin,Nuevo,31,4,21,No
V331,2026-04-30,Trujillo,V010,Accesorios,Audifonos JBL,4,150.91,5,Yape,Nuevo,61,1,43,No
V332,2026-06-20,Arequipa,V007,Accesorios,Audifonos JBL,2,152.6,20,Tarjeta,Nuevo,58,5,14,No
V333,2026-08-30,Trujillo,V010,Tablets,Tablet Lenovo,1,1138.38,0,Yape,Nuevo,36,4,22,No
V334,2026-08-20,Cusco,V013,Tablets,Tablet Lenovo,1,1090.54,0,Efectivo,Frecuente,65,3,10,No
V335,2026-01-29,Lima,V004,Tablets,Tablet Samsung,1,1238.43,0,Tarjeta,Nuevo,59,4,29,No
V336,2026-03-18,Cusco,V014,Monitores,Monitor LG,1,752.01,0,Yape,VIP,48,5,34,No
V337,2026-03-15,Cusco,V012,Tablets,Tablet Samsung,1,1311.81,15,Transferencia,Frecuente,40,2,35,No
V338,2026-04-28,Trujillo,V010,Smartphones,Smartphone Xiaomi,1,1158.69,0,Yape,Nuevo,62,4,36,No
V339,2026-01-07,Cusco,V013,Tablets,Tablet Samsung,1,1338.58,5,Plin,VIP,33,5,15,No
V340,2026-08-05,Cusco,V012,Accesorios,Mouse Logitech,1,89.3,5,Yape,Frecuente,35,1,31,Si
V341,2026-02-08,Trujillo,V009,Smartphones,Smartphone Motorola,2,995.28,20,Efectivo,Nuevo,52,3,6,No
V342,2026-03-14,Arequipa,V008,Laptops,Laptop HP,1,2972.96,5,Yape,Frecuente,49,4,28,No
V343,2026-03-30,Lima,V002,Laptops,Laptop Dell,1,3390.97,20,Efectivo,Nuevo,70,5,29,No
V344,2026-07-20,Arequipa,V008,Smartphones,Smartphone Samsung,1,1842.77,20,Tarjeta,Frecuente,48,4,29,No
V345,2026-03-28,Arequipa,V005,Tablets,Tablet Samsung,1,1267.93,5,Yape,VIP,31,3,12,No
V346,2026-01-08,Arequipa,V007,Tablets,Tablet Samsung,1,1286.46,0,Transferencia,Frecuente,56,4,14,No
V347,2026-02-14,Cusco,V012,Tablets,Tablet Lenovo,3,1147.39,0,Tarjeta,Nuevo,52,3,11,No
V348,2026-05-27,Trujillo,V010,Monitores,Monitor Samsung,1,794.76,0,Yape,VIP,46,2,40,No
V349,2026-02-22,Arequipa,V007,Accesorios,Cargador USB-C,4,79.75,0,Tarjeta,Frecuente,70,4,21,No
V350,2026-07-22,Cusco,V014,Monitores,Monitor Samsung,1,789.34,5,Yape,Frecuente,52,3,29,No
V351,2026-07-20,Arequipa,V007,Accesorios,Webcam Logitech,1,223.1,0,Tarjeta,Frecuente,20,3,17,No
V352,2026-01-13,Cusco,V014,Smartphones,Smartphone Motorola,1,1012.4,0,Yape,Nuevo,18,4,18,No
V353,2026-08-06,Lima,V004,Laptops,Laptop Dell,2,3319.15,15,Yape,Frecuente,57,4,22,No
V354,2026-08-06,Trujillo,V009,Monitores,Monitor Samsung,1,748.9,15,Efectivo,Nuevo,54,4,45,No
V355,2026-05-27,Cusco,V014,Laptops,Laptop Acer,1,2563.07,15,Tarjeta,Nuevo,43,2,37,Si
V356,2026-06-07,Cusco,V013,Accesorios,Parlante JBL,1,262.29,10,Plin,Frecuente,64,4,25,No
V357,2026-02-28,Cusco,V014,Accesorios,Audifonos JBL,2,156.92,15,Tarjeta,Frecuente,56,4,6,No
V358,2026-03-23,Lima,V003,Monitores,Monitor LG,1,776.68,5,Transferencia,Frecuente,54,2,14,No
V359,2026-02-13,Arequipa,V007,Accesorios,Parlante JBL,1,243.75,5,Tarjeta,Frecuente,31,5,9,No
V360,2026-02-18,Cusco,V014,Tablets,Tablet Samsung,1,1312.38,15,Tarjeta,Frecuente,39,5,27,No
V361,2026-08-31,Lima,V002,Tablets,Tablet Samsung,1,1317.41,0,Yape,Frecuente,54,4,14,No
V362,2026-02-13,Lima,V004,Smartphones,Smartphone Motorola,1,1007.53,15,Yape,Frecuente,39,4,10,No
V363,2026-05-25,Cusco,V013,Laptops,Laptop Asus,2,2950.54,0,Efectivo,Frecuente,43,1,41,No
V364,2026-07-12,Arequipa,V006,Laptops,Laptop Dell,1,3391.33,0,Tarjeta,Frecuente,40,4,17,No
V365,2026-01-11,Trujillo,V009,Accesorios,Parlante JBL,3,258.04,0,Plin,Nuevo,30,3,28,No
V366,2026-01-26,Lima,V001,Monitores,Monitor LG,2,777.66,0,Yape,Frecuente,46,1,35,Si
V367,2026-05-22,Arequipa,V006,Tablets,Tablet Lenovo,1,1105.37,0,Tarjeta,Nuevo,51,3,7,No
V368,2026-02-25,Trujillo,V009,Smartphones,Smartphone Motorola,1,1044.52,5,Yape,VIP,,3,29,No
V369,2026-07-05,Lima,V003,Smartphones,Smartphone Motorola,1,1003.16,20,Transferencia,VIP,,5,20,No
V370,2026-05-10,Cusco,V014,Monitores,Monitor Samsung,1,768.05,5,Efectivo,VIP,35,4,8,No
V371,2026-08-20,Lima,V003,Monitores,Monitor LG,1,738.13,0,Tarjeta,Frecuente,61,4,44,No
V372,2026-04-21,Arequipa,V006,Smartphones,Smartphone Xiaomi,1,1249.17,0,Efectivo,Frecuente,61,5,17,No
V373,2026-07-04,Arequipa,V008,Monitores,Monitor LG,1,736.31,0,Efectivo,Nuevo,64,5,6,No
V374,2026-04-20,Cusco,V013,Smartphones,Smartphone Motorola,2,1043.38,5,Efectivo,Frecuente,29,5,6,No
V375,2026-03-14,Arequipa,V006,Monitores,Monitor Samsung,1,769.02,20,Efectivo,Frecuente,63,3,28,No
V376,2026-05-06,Arequipa,V006,Monitores,Monitor LG,2,714.92,0,Yape,VIP,60,5,17,No
V377,2026-08-30,Cusco,V014,Smartphones,Smartphone Motorola,1,982.49,5,Plin,Frecuente,,5,29,No
V378,2026-07-14,Lima,V001,Smartphones,Smartphone Xiaomi,1,1239.24,5,Transferencia,Frecuente,20,2,40,No
V379,2026-01-17,Arequipa,V007,Smartphones,Smartphone Xiaomi,2,1246.13,5,Plin,Nuevo,21,4,38,No
V380,2026-06-19,Cusco,V012,Tablets,Tablet Samsung,1,1258.37,0,Plin,Frecuente,29,3,34,No
V381,2026-02-25,Cusco,V012,Accesorios,Audifonos JBL,4,152.88,0,Tarjeta,Nuevo,58,2,28,No
V382,2026-07-10,Arequipa,V008,Tablets,Tablet Lenovo,1,1049.83,10,Transferencia,VIP,28,3,14,No
V383,2026-04-22,Trujillo,V010,Smartphones,Smartphone Xiaomi,1,1215.17,0,Efectivo,Nuevo,18,2,34,No
V384,2026-07-30,Lima,V004,Monitores,Monitor LG,1,756.66,15,Plin,Nuevo,33,2,40,No
V385,2026-08-02,Arequipa,V005,Monitores,Monitor LG,1,716.63,0,Tarjeta,Frecuente,37,5,26,No
V386,2026-04-21,Arequipa,V006,Accesorios,Parlante JBL,3,254.02,0,Plin,Frecuente,20,5,10,No
V387,2026-08-22,Cusco,V012,Smartphones,Smartphone Motorola,1,956.49,0,Yape,Nuevo,31,4,18,No
V388,2026-07-10,Lima,V004,Tablets,Tablet Lenovo,2,1091.98,5,Transferencia,Frecuente,26,3,44,No
V389,2026-06-15,Cusco,V013,Monitores,Monitor LG,3,765.64,0,Tarjeta,Nuevo,25,5,18,No
V390,2026-04-20,Lima,V003,Accesorios,Parlante JBL,1,257.65,5,Yape,Nuevo,37,2,37,No
V391,2026-02-03,Trujillo,V010,Smartphones,Smartphone Motorola,3,1006.89,0,Efectivo,Nuevo,61,4,35,No
V392,2026-06-19,Arequipa,V008,Monitores,Monitor ViewSonic,1,717.05,10,Plin,Frecuente,65,5,8,No
V393,2026-07-09,Trujillo,V011,Tablets,Tablet Samsung,1,1262.07,10,Tarjeta,VIP,19,5,26,No
V394,2026-08-08,Arequipa,V008,Monitores,Monitor Samsung,2,808.44,10,Tarjeta,Nuevo,33,4,28,No
V395,2026-03-01,Trujillo,V009,Laptops,Laptop Dell,2,3394.03,0,Plin,Frecuente,50,3,14,No
V396,2026-07-11,Trujillo,V010,Monitores,Monitor Samsung,2,805.13,0,Efectivo,Frecuente,63,1,38,No
V397,2026-01-16,Lima,V003,Smartphones,Smartphone Samsung,2,1728.56,5,Tarjeta,Frecuente,31,3,25,No
V398,2026-05-21,Trujillo,V010,Laptops,Laptop Dell,1,3184.28,0,Transferencia,Frecuente,52,4,27,No
V399,2026-07-04,Trujillo,V011,Monitores,Monitor LG,1,717.84,10,Transferencia,Frecuente,48,3,8,No
V400,2026-04-24,Cusco,V012,Tablets,Tablet Lenovo,1,1112.79,5,Transferencia,Nuevo,66,3,34,No
V401,2026-07-29,Cusco,V012,Smartphones,Smartphone Xiaomi,2,1222.14,20,Plin,Nuevo,57,5,21,No
V402,2026-07-03,Trujillo,V010,Smartphones,Smartphone Xiaomi,1,1143.63,10,Plin,Frecuente,67,4,27,No
V403,2026-01-31,Cusco,V014,Laptops,Laptop Dell,1,3318.53,5,Transferencia,Frecuente,33,1,44,Si
V404,2026-05-08,Cusco,V012,Accesorios,Teclado Redragon,2,185.65,15,Transferencia,Frecuente,33,4,16,No
V405,2026-08-31,Cusco,V012,Tablets,Tablet Lenovo,1,1080.79,20,Efectivo,Nuevo,56,4,11,No
V406,2026-08-02,Cusco,V013,Smartphones,Smartphone Motorola,1,1016.02,0,Transferencia,VIP,18,4,14,No
V407,2026-03-20,Cusco,V014,Tablets,Tablet Lenovo,1,1066.52,10,Yape,Frecuente,37,3,32,No
V408,2026-01-27,Lima,V004,Monitores,Monitor AOC,2,592.87,0,Tarjeta,Frecuente,40,5,12,No
V409,2026-03-06,Cusco,V014,Tablets,Tablet Lenovo,2,1113.77,15,Plin,Frecuente,29,1,35,No
V410,2026-08-08,Trujillo,V010,Monitores,Monitor AOC,1,650.84,0,Tarjeta,Nuevo,,3,36,No
V411,2026-02-08,Lima,V002,Smartphones,Smartphone Xiaomi,1,1247.23,15,Transferencia,Nuevo,53,2,33,Si
V412,2026-04-23,Lima,V004,Monitores,Monitor AOC,1,614.47,10,Tarjeta,VIP,63,3,28,No
V413,2026-06-30,Lima,V002,Tablets,Tablet Lenovo,1,1096.14,0,Efectivo,Frecuente,60,4,9,No
V414,2026-06-02,Trujillo,V011,Laptops,Laptop Dell,1,3311.56,20,Transferencia,VIP,39,2,31,No
V415,2026-03-21,Trujillo,V009,Laptops,Laptop Acer,2,2664.85,5,Tarjeta,Frecuente,54,4,8,No
V416,2026-07-12,Lima,V003,Smartphones,Smartphone Samsung,1,1732.83,5,Yape,Nuevo,34,5,5,No
V417,2026-08-25,Arequipa,V008,Accesorios,Mochila para laptop,3,116.1,5,Plin,Nuevo,20,5,26,No
V418,2026-06-06,Arequipa,V008,Smartphones,Smartphone Xiaomi,1,1168.55,0,Efectivo,Frecuente,21,5,21,No
V419,2026-02-16,Cusco,V013,Smartphones,Smartphone Xiaomi,2,1197.15,5,Plin,Frecuente,34,4,14,No
V420,2026-03-19,Cusco,V013,Accesorios,Parlante JBL,1,254.57,10,Plin,Frecuente,35,3,26,No
V421,2026-03-11,Cusco,V013,Monitores,Monitor LG,1,751.5,0,Yape,Frecuente,22,4,5,No
V422,2026-06-29,Cusco,V013,Monitores,Monitor AOC,1,604.62,0,Tarjeta,VIP,31,3,43,No
V423,2026-02-04,Lima,V002,Smartphones,Smartphone Motorola,1,1026.39,0,Tarjeta,Frecuente,47,4,9,No
V424,2026-03-16,Cusco,V014,Accesorios,Audifonos JBL,1,144.93,0,Plin,Nuevo,34,3,21,No
V425,2026-08-30,Arequipa,V008,Monitores,Monitor ViewSonic,1,662.98,15,Efectivo,Frecuente,46,3,21,No
V426,2026-05-31,Trujillo,V010,Laptops,Laptop Asus,1,2846.41,0,Plin,Nuevo,43,1,41,No
V427,2026-07-21,Cusco,V013,Smartphones,Smartphone Xiaomi,2,1241.29,0,Transferencia,Nuevo,62,1,35,No
V428,2026-04-06,Trujillo,V011,Accesorios,Webcam Logitech,5,210.21,0,Yape,Frecuente,23,3,34,No
V429,2026-02-25,Arequipa,V005,Smartphones,Smartphone Motorola,1,969.1,0,Yape,Frecuente,46,3,17,No
V430,2026-07-08,Arequipa,V008,Smartphones,Smartphone Samsung,1,1852.69,20,Transferencia,VIP,19,4,7,No
V431,2026-07-08,Lima,V004,Laptops,Laptop HP,1,3195.2,20,Transferencia,Nuevo,22,5,7,No
V432,2026-01-09,Cusco,V014,Laptops,Laptop HP,1,3162.4,0,Tarjeta,VIP,24,3,34,No
V433,2026-01-21,Lima,V001,Smartphones,Smartphone Motorola,1,1029.92,5,Plin,Nuevo,65,4,30,No
V434,2026-06-01,Arequipa,V007,Monitores,Monitor Samsung,1,787.26,0,Yape,Nuevo,62,4,28,No
V435,2026-08-29,Lima,V002,Laptops,Laptop Acer,1,2567.79,20,Tarjeta,Nuevo,23,4,42,No
V436,2026-07-30,Cusco,V014,Monitores,Monitor LG,1,723.23,20,Plin,Nuevo,62,4,7,No
V437,2026-06-10,Lima,V003,Accesorios,Webcam Logitech,1,209.1,0,Transferencia,VIP,66,2,39,No
V438,2026-06-14,Arequipa,V007,Laptops,Laptop HP,1,2979.93,20,Plin,Nuevo,20,4,8,No
V439,2026-04-26,Trujillo,V010,Tablets,Tablet Lenovo,2,1049.76,0,Efectivo,Frecuente,25,5,9,No
V440,2026-06-05,Trujillo,V010,Monitores,Monitor AOC,1,603.26,5,Tarjeta,Nuevo,30,5,29,No
V441,2026-06-03,Cusco,V012,Smartphones,Smartphone Samsung,1,1748.91,0,Plin,Nuevo,30,2,45,No
V442,2026-03-31,Arequipa,V005,Tablets,Tablet Samsung,1,1271.48,20,Plin,Frecuente,32,4,23,No
V443,2026-06-17,Arequipa,V006,Laptops,Laptop Asus,1,3055.31,5,Transferencia,Frecuente,18,3,32,No
V444,2026-03-29,Cusco,V014,Monitores,Monitor LG,2,781.03,15,Tarjeta,Nuevo,67,1,37,No
V445,2026-05-07,Lima,V004,Smartphones,Smartphone Samsung,2,1724.96,15,Efectivo,Nuevo,59,1,10,No
V446,2026-02-15,Cusco,V014,Tablets,Tablet Samsung,1,1361.93,0,Plin,Nuevo,58,3,34,Si
V447,2026-06-14,Lima,V004,Accesorios,Parlante JBL,2,238.32,5,Transferencia,Frecuente,68,4,10,No
V448,2026-08-31,Lima,V003,Laptops,Laptop Lenovo,1,2767.23,0,Yape,Nuevo,63,4,9,No
V449,2026-02-09,Trujillo,V009,Tablets,Tablet Samsung,2,1319.37,5,Efectivo,Nuevo,50,2,32,Si
V450,2026-04-03,Cusco,V013,Tablets,Tablet Samsung,1,1296.12,5,Plin,Frecuente,62,3,9,No
V451,2026-01-27,Lima,V004,Monitores,Monitor AOC,1,648.41,0,Yape,Nuevo,27,4,18,No
V452,2026-03-21,Cusco,V014,Tablets,Tablet Samsung,1,1296.61,0,Yape,Nuevo,,5,19,No
V453,2026-03-31,Cusco,V014,Accesorios,Cargador USB-C,1,81.17,20,Plin,Nuevo,68,3,24,No
V454,2026-05-08,Trujillo,V010,Laptops,Laptop HP,1,3054.47,0,Transferencia,VIP,36,5,16,No
V455,2026-07-01,Arequipa,V006,Monitores,Monitor Samsung,1,744.21,0,Plin,Nuevo,53,4,7,No
V456,2026-02-11,Trujillo,V010,Tablets,Tablet Samsung,1,1304.37,0,Plin,VIP,47,3,25,No
V457,2026-05-24,Trujillo,V011,Accesorios,Webcam Logitech,5,228.71,0,Transferencia,Frecuente,39,5,12,No
V458,2026-02-09,Lima,V003,Laptops,Laptop Asus,1,2984.67,10,Tarjeta,Nuevo,30,2,42,No
