periodo,tienda_id,ciudad,canal_principal,ventas_mensuales,clientes,pedidos,visitas_web,inversion_marketing,descuento_promedio,ticket_promedio,satisfaccion,reclamos,tiempo_entrega_dias,costo_logistico,tasa_conversion
2025-06-01,T09,Cusco,Tienda,126888.76,1688,1356,23767,33548.65,12.95,87.25,4.11,15,4.35,21583.43,5.84
2025-07-01,T09,Cusco,Tienda,105995.05,1499,1131,24521,33602.67,14.91,79.76,3.86,23,3.96,12630.7,4.97
2025-08-01,T09,Cusco,Tienda,85660.24,1333,1041,18528,24678.97,11.31,83.47,4.25,9,3.07,7173.8,5.61
2025-09-01,T09,Cusco,Tienda,104437.61,1367,1188,19995,29466.65,9.59,87.0,4.76,8,3.42,16585.67,5.69
2025-10-01,T09,Cusco,Tienda,92420.1,1444,1076,18476,25965.11,12.38,85.49,4.53,10,3.8,8551.41,6.0
2025-11-01,T09,Cusco,Tienda,114243.14,1305,968,20087,26208.14,7.56,93.12,4.67,5,3.71,5867.91,5.21
2025-12-01,T09,Cusco,Tienda,105815.79,1768,1358,21476,30125.34,13.26,80.54,4.47,8,3.28,6488.89,6.2
2024-01-01,T10,Lima,Tienda,183930.67,2616,2049,25005,35871.15,13.02,86.1,5.0,3,2.34,19236.57,8.66
2024-02-01,T10,Lima,Tienda,176945.13,2556,2049,28113,38893.26,7.07,84.02,4.97,0,2.58,16632.74,7.67
2024-03-01,T10,Lima,Tienda,192283.49,2651,2027,22853,32453.37,11.67,92.8,5.0,4,2.5,15787.89,9.13
2024-04-01,T10,Lima,Tienda,245412.82,3029,2470,25118,35481.56,0.99,98.49,4.84,4,2.6,26121.87,9.81
2024-05-01,T10,Lima,Tienda,227528.7,2846,2253,24617,34915.95,5.96,94.47,4.9,0,2.79,22779.78,8.98
2024-06-01,T10,Lima,Tienda,215726.95,2658,2089,27008,36079.28,5.35,103.63,4.75,4,2.0,19208.42,7.45
2024-07-01,T10,Lima,Tienda,270952.35,3247,2656,25419,37577.8,7.03,96.89,4.42,11,3.06,24574.88,10.4
2024-08-01,T10,Lima,Tienda,205450.53,2621,2045,23559,36115.7,5.65,97.54,4.92,5,2.76,23200.04,8.47
2024-09-01,T10,Lima,Tienda,181027.9,2309,1882,19041,27243.12,13.91,91.24,4.5,9,2.32,19701.96,9.81
2024-10-01,T10,Lima,Tienda,203318.46,2336,2016,22736,31417.85,6.17,102.36,4.91,4,2.44,23496.53,8.98
2024-11-01,T10,Lima,Tienda,166315.16,2445,1928,22443,32719.69,8.7,87.2,5.0,5,2.45,18804.66,8.76
2024-12-01,T10,Lima,Tienda,209235.03,3097,2405,27024,39280.76,9.25,85.18,4.7,9,3.23,14066.71,8.98
2025-01-01,T10,Lima,Tienda,174500.82,2533,1977,21614,31087.66,7.5,83.32,4.84,5,2.41,20100.03,8.69
2025-02-01,T10,Lima,Tienda,200165.29,2917,2237,26582,38222.09,14.39,77.94,5.0,2,2.64,23028.86,8.71
2025-03-01,T10,Lima,Tienda,222348.1,2946,2320,25373,35378.4,9.21,90.21,4.92,5,2.83,24268.8,8.94
2025-04-01,T10,Lima,Tienda,213438.02,2821,2188,25763,35695.26,13.01,95.06,4.49,7,3.24,26665.32,8.47
2025-05-01,T10,Lima,Tienda,161060.33,2857,2199,25549,38968.34,17.57,76.93,4.44,10,3.05,21676.87,8.63
2025-06-01,T10,Lima,Tienda,171983.07,2548,1969,25931,39096.73,2.72,88.16,5.0,1,1.66,17860.54,7.68
2025-07-01,T10,Lima,Tienda,212627.23,3027,2466,28444,41190.44,12.4,85.99,4.76,3,2.87,22332.25,8.64
2025-08-01,T10,Lima,Tienda,145760.47,2418,1832,23293,31594.29,11.26,84.89,4.54,9,2.74,12884.55,7.74
2025-09-01,T10,Lima,Tienda,160392.55,2613,2066,21765,32549.17,14.29,86.05,4.51,8,3.0,23040.9,9.96
2025-10-01,T10,Lima,Tienda,174490.31,2311,1885,25408,37800.95,7.2,86.6,4.42,10,2.82,18367.01,7.01
2025-11-01,T10,Lima,Tienda,174131.47,2319,1888,23354,31420.14,1.33,83.88,4.35,10,3.28,15012.9,8.58
2025-12-01,T10,Lima,Tienda,237914.16,3064,2401,30162,44153.34,13.18,93.11,5.0,1,2.82,25749.25,7.87
2024-01-01,T11,Cusco,Online,73811.23,1212,892,20263,16722.5,14.46,77.54,4.32,13,3.86,6383.61,4.41
2024-02-01,T11,Cusco,Online,128035.52,1853,1420,24541,20892.86,8.85,89.69,4.52,9,3.78,14905.48,5.55
2024-03-01,T11,Cusco,Online,117489.64,1656,1458,25849,26519.35,9.73,79.04,3.94,22,4.65,18915.01,5.71
2024-04-01,T11,Cusco,Online,158735.99,1914,1618,29156,31679.31,6.85,80.78,3.71,32,5.11,16185.59,5.92
2024-05-01,T11,Cusco,Online,142191.42,2069,1534,27410,29120.11,11.97,84.03,4.01,23,3.55,13688.24,5.47
2024-06-01,T11,Cusco,Online,140389.21,1845,1420,25286,26392.43,3.27,85.0,4.16,17,4.38,12596.22,5.57
2024-07-01,T11,Cusco,Online,116621.42,1852,1375,25330,26798.28,13.6,78.02,4.23,16,3.95,14569.87,5.47
2024-08-01,T11,Cusco,Online,102613.94,1403,1104,25082,23228.47,7.62,90.48,4.15,16,3.73,13305.93,4.67
2024-09-01,T11,Cusco,Online,112752.27,1667,1257,25451,27183.9,5.81,88.21,4.23,12,3.76,11297.44,5.29
2024-10-01,T11,Cusco,Online,144689.8,1828,1455,23478,22934.16,10.22,100.73,4.36,13,3.8,16030.57,5.73
2024-11-01,T11,Cusco,Online,104047.66,1687,1277,25056,25094.74,11.93,84.51,4.41,9,2.85,9246.48,4.96
2024-12-01,T11,Cusco,Online,118342.52,1671,1261,28479,30360.46,10.14,93.93,4.35,16,4.33,9282.53,4.83
2025-01-01,T11,Cusco,Online,140118.03,1893,1534,22609,22673.24,11.95,87.5,4.57,9,3.51,15179.58,6.4
2025-02-01,T11,Cusco,Online,123057.82,1702,1424,25642,23411.18,11.1,83.03,4.2,13,4.23,9241.85,5.65
2025-03-01,T11,Cusco,Online,135204.65,1861,1506,26859,27513.13,10.16,83.26,4.18,16,4.11,12288.22,5.62
2025-04-01,T11,Cusco,Online,138007.88,1674,1250,26427,25255.87,14.52,83.46,4.19,15,4.39,15945.56,4.61
2025-05-01,T11,Cusco,Online,144228.61,1889,1485,28772,28110.93,6.45,93.23,4.31,11,3.93,12621.83,5.96
2025-06-01,T11,Cusco,Online,102276.88,1466,1113,24993,25169.57,10.89,83.72,4.3,11,4.1,9496.57,4.18
2025-07-01,T11,Cusco,Online,153243.04,1863,1516,24766,22953.08,7.07,96.04,4.45,11,3.82,17414.93,5.83
2025-08-01,T11,Cusco,Online,92591.45,1377,1124,21723,18741.57,6.97,88.56,4.4,7,3.05,7285.39,5.2
2025-09-01,T11,Cusco,Online,119037.44,1417,1189,19811,18850.61,7.83,87.29,4.55,7,3.69,16790.97,6.13
2025-10-01,T11,Cusco,Online,110454.24,1512,1215,23618,21199.5,8.83,93.76,4.43,12,3.5,13672.08,4.75
2025-11-01,T11,Cusco,Online,142530.97,1846,1524,27408,26494.95,3.84,92.67,3.96,19,3.85,14916.35,5.74
2025-12-01,T11,Cusco,Online,144273.93,1708,1447,22911,23345.8,13.53,91.22,4.03,21,4.28,11521.1,6.65
2024-01-01,T12,Lima,Mixto,208796.11,2625,2091,17905,17955.38,5.22,97.52,4.48,10,2.89,20366.28,11.26
2024-02-01,T12,Lima,Mixto,188963.44,2720,2171,21051,24809.81,8.06,89.83,4.21,15,3.6,24811.02,10.17
2024-03-01,T12,Lima,Mixto,176057.37,2440,1925,20638,23739.74,8.09,91.27,5.0,0,2.25,13233.11,9.62
2024-04-01,T12,Lima,Mixto,185686.58,2693,2101,17972,16000.56,12.65,82.51,4.45,6,3.12,22341.83,11.57
2024-05-01,T12,Lima,Mixto,203984.35,2775,2210,17732,19184.07,10.74,91.1,4.49,7,3.0,20691.79,12.63
2024-06-01,T12,Lima,Mixto,199941.37,2951,2395,27030,28315.96,10.97,83.12,4.71,4,2.98,22051.64,8.81
2024-07-01,T12,Lima,Mixto,190570.89,2990,2419,20360,22781.03,14.17,78.45,5.0,3,2.33,21276.19,12.15
2024-08-01,T12,Lima,Mixto,162263.44,2580,2042,18346,20558.3,8.9,79.58,4.78,4,2.56,15152.7,11.06
2024-09-01,T12,Lima,Mixto,136023.79,2241,1665,18506,20454.29,11.19,80.96,4.9,5,3.12,14735.87,9.16
2024-10-01,T12,Lima,Mixto,171411.92,2333,1870,16748,15681.04,1.43,92.56,4.82,2,2.26,17360.83,11.15
2024-11-01,T12,Lima,Mixto,172395.49,2347,1794,13921,11663.23,8.21,94.07,5.0,2,1.99,11335.63,12.44
2024-12-01,T12,Lima,Mixto,211285.24,2934,2278,20338,21504.48,11.22,89.86,4.59,10,2.55,18202.35,11.18
2025-01-01,T12,Lima,Mixto,175019.96,2624,2040,18407,22047.6,4.17,88.77,4.62,7,2.42,19307.04,10.81
2025-02-01,T12,Lima,Mixto,141560.25,2457,1909,19585,20885.47,11.95,78.18,4.41,11,3.15,20481.58,9.9
2025-03-01,T12,Lima,Mixto,179803.1,2510,1851,20237,22346.19,9.18,90.57,4.58,6,2.5,21983.5,9.15
2025-04-01,T12,Lima,Mixto,246302.61,3031,2331,23101,22383.33,10.47,100.82,4.72,2,2.91,28823.22,9.99
2025-05-01,T12,Lima,Mixto,213490.31,2652,2129,19791,22818.18,14.39,98.41,4.65,6,2.76,19560.13,11.09
2025-06-01,T12,Lima,Mixto,226375.4,2671,2174,18576,20665.66,10.97,99.63,4.42,12,2.68,19019.97,11.77
2025-07-01,T12,Lima,Mixto,232082.35,2759,2229,18408,19320.61,8.13,94.28,4.76,6,1.92,15405.29,12.54
2025-08-01,T12,Lima,Mixto,135638.01,2281,1782,21321,22646.28,10.71,75.07,4.35,13,3.0,14073.44,8.21
2025-09-01,T12,Lima,Mixto,192027.58,2562,2109,20621,21738.62,9.74,90.29,4.64,4,3.29,15915.75,10.14
2025-10-01,T12,Lima,Mixto,191962.34,2576,2033,19297,19388.25,10.67,86.88,4.45,10,3.29,15086.09,10.58
2025-11-01,T12,Lima,Mixto,189091.87,2413,1935,21753,24166.67,5.1,90.68,5.0,4,2.13,17230.51,9.03
2025-12-01,T12,Lima,Mixto,221573.84,2954,2376,20031,23180.62,7.56,85.8,4.65,6,2.72,16942.4,11.4
2024-01-01,T13,Lima,Mixto,159945.88,2053,1610,20721,21448.08,5.26,98.92,4.74,7,2.89,13281.67,7.82
2024-02-01,T13,Lima,Mixto,138889.56,1902,1529,20699,24023.76,11.94,85.08,5.0,2,2.34,9759.47,7.69
2024-03-01,T13,Lima,Mixto,160164.97,2065,1615,17218,18242.42,6.69,96.64,4.75,2,2.93,15575.5,9.79
2024-04-01,T13,Lima,Mixto,152651.86,2166,1634,24839,29352.8,11.2,91.11,4.69,5,3.17,8996.68,6.68
2024-05-01,T13,Lima,Mixto,162970.93,2070,1548,21826,24290.91,8.83,90.92,4.31,10,3.83,17676.61,6.85
2024-06-01,T13,Lima,Mixto,128894.51,1888,1579,20979,21146.93,15.98,82.47,4.56,3,2.95,18254.71,7.82
2024-07-01,T13,Lima,Mixto,140829.89,1837,1546,25520,31288.54,16.11,88.35,4.23,14,3.14,11881.47,5.88
2024-08-01,T13,Lima,Mixto,109807.73,1438,1192,19048,19233.63,8.26,93.95,4.94,1,2.31,14953.51,6.24
2024-09-01,T13,Lima,Mixto,113783.59,1736,1311,23609,26389.21,12.33,84.4,4.74,5,3.05,7551.07,5.48
2024-10-01,T13,Lima,Mixto,102903.3,1718,1270,19279,23902.71,7.19,88.76,4.36,14,3.62,10054.99,7.0
2024-11-01,T13,Lima,Mixto,153554.56,1881,1502,19369,20083.74,9.97,88.41,4.7,4,3.1,15692.29,7.76
2024-12-01,T13,Lima,Mixto,135885.7,2008,1607,22010,25929.72,8.92,81.35,5.0,3,1.83,15171.11,7.47
2025-01-01,T13,Lima,Mixto,123881.46,1556,1358,14606,15622.72,9.22,85.58,4.46,9,3.04,11401.89,8.98
2025-02-01,T13,Lima,Mixto,102508.75,1740,1402,23376,23754.23,8.76,78.58,4.59,10,3.44,8527.2,5.79
2025-03-01,T13,Lima,Mixto,130815.8,1816,1355,20357,23165.46,6.81,95.41,4.76,4,2.21,15188.53,6.61
2025-04-01,T13,Lima,Mixto,168872.1,2066,1676,20293,23097.29,6.59,96.21,4.55,8,2.74,17828.08,8.27
2025-05-01,T13,Lima,Mixto,164006.31,2143,1752,22115,25924.06,10.77,90.07,4.48,7,3.46,19293.0,8.78
2025-06-01,T13,Lima,Mixto,115385.24,1912,1482,19038,21698.01,7.67,80.17,4.27,9,3.55,14725.66,8.62
2025-07-01,T13,Lima,Mixto,133135.13,1706,1407,19159,22378.19,10.23,87.35,4.4,10,3.41,12292.41,7.28
2025-08-01,T13,Lima,Mixto,125665.23,1750,1266,15902,16646.71,10.65,88.66,4.63,8,3.12,14741.96,8.24
2025-09-01,T13,Lima,Mixto,112192.48,1623,1194,20245,22319.81,6.38,87.41,4.83,4,3.0,5297.37,6.01
2025-10-01,T13,Lima,Mixto,123349.11,1439,1225,16250,13698.55,9.12,101.95,4.91,2,2.03,17740.79,7.42
2025-11-01,T13,Lima,Mixto,99612.34,1466,1147,18063,22229.5,8.86,89.88,5.0,2,2.12,11290.71,6.65
2025-12-01,T13,Lima,Mixto,127003.42,1850,1472,16026,16241.44,11.15,85.81,4.69,8,2.92,10621.39,9.17
2024-01-01,T14,Trujillo,Mixto,120306.1,1724,1342,32127,40566.7,8.41,87.04,4.23,16,3.98,14022.64,4.25
2024-02-01,T14,Trujillo,Mixto,119893.49,1377,1227,29530,38378.28,9.79,94.39,4.94,3,2.87,11921.19,3.74
2024-03-01,T14,Trujillo,Mixto,129008.41,1654,1427,32842,43161.0,16.67,91.39,4.97,4,2.02,10223.43,3.94
2024-04-01,T14,Trujillo,Mixto,107165.62,1635,1170,31416,42863.22,10.11,81.29,4.41,7,3.31,17377.89,3.21
2024-05-01,T14,Trujillo,Mixto,118629.51,1640,1404,31074,39946.2,6.13,88.3,4.38,8,3.61,14248.52,4.18
2024-06-01,T14,Trujillo,Mixto,96587.37,1373,1104,32084,43001.57,12.46,81.81,4.27,11,4.07,9689.43,3.36
2024-07-01,T14,Trujillo,Mixto,106194.32,1397,1012,28910,40855.65,7.52,83.89,4.84,3,2.72,12312.56,3.69
2024-08-01,T14,Trujillo,Mixto,68591.83,1202,935,29105,40101.08,6.07,82.17,3.67,34,4.65,17439.12,3.07
2024-09-01,T14,Trujillo,Mixto,71001.07,977,756,25498,32292.28,10.11,91.57,4.68,3,2.94,10485.58,2.97
2024-10-01,T14,Trujillo,Mixto,112218.49,1482,1079,28582,38824.74,11.11,90.1,4.44,9,2.88,12560.61,4.13
2024-11-01,T14,Trujillo,Mixto,117992.36,1380,1187,29602,38020.76,10.97,95.31,4.39,12,3.13,5603.83,3.99
2024-12-01,T14,Trujillo,Mixto,136506.53,1566,1392,33834,45049.1,6.39,87.31,4.59,6,3.08,11229.97,4.51
2025-01-01,T14,Trujillo,Mixto,105456.43,1604,1238,33188,44268.81,6.08,87.9,4.47,5,2.86,11973.62,3.8
2025-02-01,T14,Trujillo,Mixto,114499.76,1512,1214,35668,47421.54,11.17,90.94,4.7,5,3.16,7414.07,3.16
2025-03-01,T14,Trujillo,Mixto,104497.49,1424,1153,32824,41451.95,6.1,90.87,4.74,6,2.8,8709.35,3.82
2025-04-01,T14,Trujillo,Mixto,108157.69,1527,1125,32990,43191.69,15.27,93.34,4.36,10,3.79,13653.55,3.16
2025-05-01,T14,Trujillo,Mixto,148249.73,1704,1363,35946,47174.49,8.68,97.65,4.17,15,4.25,15909.16,3.85
2025-06-01,T14,Trujillo,Mixto,93352.54,1366,979,31767,43136.8,10.78,87.72,4.57,4,2.77,8447.62,3.26
2025-07-01,T14,Trujillo,Mixto,111157.89,1513,1206,36104,45082.25,11.51,87.94,4.36,10,3.29,6926.34,3.05
2025-08-01,T14,Trujillo,Mixto,98239.17,1380,1053,28989,37503.13,8.72,92.93,4.66,7,3.33,12156.72,3.89
2025-09-01,T14,Trujillo,Mixto,113549.62,1466,1152,30241,38800.7,7.24,90.59,4.14,14,3.88,12288.76,3.78
2025-10-01,T14,Trujillo,Mixto,70653.89,1232,963,23623,28893.1,6.69,73.47,3.96,20,4.08,7021.18,4.41
2025-11-01,T14,Trujillo,Mixto,109146.77,1394,1078,31293,39271.61,4.19,89.76,4.34,15,3.29,12012.33,3.21
2025-12-01,T14,Trujillo,Mixto,120747.54,1722,1245,32226,41385.51,11.38,91.07,4.41,9,3.75,19593.57,3.76
2024-01-01,T15,Trujillo,Tienda,151045.98,2010,1671,30390,42449.41,10.56,85.15,4.6,5,3.32,13453.33,5.84
2024-02-01,T15,Trujillo,Tienda,172460.76,2391,1841,30024,45084.25,10.0,92.05,4.14,18,3.7,16678.15,6.07
2024-03-01,T15,Trujillo,Tienda,208213.21,2673,2062,28138,40301.06,7.29,98.39,4.3,10,3.26,21764.3,7.28
2024-04-01,T15,Trujillo,Tienda,174483.66,2736,2137,38351,55016.65,14.58,86.69,4.9,2,2.29,22166.8,5.68
2024-05-01,T15,Trujillo,Tienda,142753.28,2422,1877,28349,40743.9,10.28,80.52,4.43,11,4.04,10560.25,6.55
2024-06-01,T15,Trujillo,Tienda,153717.29,2305,1754,29219,42938.63,10.7,89.36,4.6,5,3.58,14192.69,6.13
2024-07-01,T15,Trujillo,Tienda,147092.19,2232,1712,31304,44241.56,18.6,81.59,4.2,15,3.34,13957.85,5.25
2024-08-01,T15,Trujillo,Tienda,177834.06,2449,1988,31061,44758.01,6.64,94.9,4.96,0,2.75,18767.99,6.16
2024-09-01,T15,Trujillo,Tienda,174950.21,2162,1846,22725,30140.42,11.49,94.9,4.55,7,3.16,18692.76,8.29
2024-10-01,T15,Trujillo,Tienda,184315.96,2091,1742,25874,35544.46,7.92,101.16,4.74,12,3.56,14552.3,6.52
2024-11-01,T15,Trujillo,Tienda,171272.91,2218,1879,25461,37845.91,10.97,82.71,4.54,11,3.8,19791.73,7.44
2024-12-01,T15,Trujillo,Tienda,196334.02,2649,2134,31275,45886.26,9.89,90.26,4.46,9,2.83,21122.89,6.64
2025-01-01,T15,Trujillo,Tienda,157296.58,2355,1832,30876,44657.11,11.75,78.24,4.72,7,2.29,14237.55,6.02
2025-02-01,T15,Trujillo,Tienda,191412.98,2431,1977,30297,45546.43,9.96,95.72,4.44,6,3.04,15260.09,6.64
2025-03-01,T15,Trujillo,Tienda,189643.57,2670,2084,34151,49329.42,6.32,99.91,4.47,10,3.17,17345.78,5.98
2025-04-01,T15,Trujillo,Tienda,185515.42,2530,1954,33244,49379.11,4.59,86.88,4.32,12,3.53,20391.76,5.8
2025-05-01,T15,Trujillo,Tienda,198956.65,2782,2186,28008,41317.85,7.33,89.42,4.12,17,3.9,27568.67,7.9
2025-06-01,T15,Trujillo,Tienda,177987.83,2438,1929,24075,34355.58,8.85,93.24,4.44,7,3.44,28663.3,7.8
2025-07-01,T15,Trujillo,Tienda,155285.28,2315,1836,28722,43484.82,13.32,91.28,4.8,8,3.06,11638.07,6.85
2025-08-01,T15,Trujillo,Tienda,154796.45,2350,1801,28424,41237.59,8.3,78.36,4.6,6,3.04,14059.47,6.17
2025-09-01,T15,Trujillo,Tienda,123442.98,2022,1451,26359,37652.83,5.79,91.87,4.35,9,3.59,10633.73,5.76
2025-10-01,T15,Trujillo,Tienda,145624.02,2035,1734,24545,34809.94,7.33,77.16,4.35,12,3.49,14570.95,7.02
2025-11-01,T15,Trujillo,Tienda,127426.37,1935,1490,25538,38861.42,2.83,84.14,4.3,12,4.27,9397.63,6.42
2025-12-01,T15,Trujillo,Tienda,180681.48,2735,2115,32164,46162.84,13.71,76.7,4.52,8,3.09,22599.1,6.25
2024-01-01,T16,Cusco,Mixto,147939.95,2055,1640,19013,20694.87,5.45,90.69,4.2,13,3.54,20856.15,8.6
2024-02-01,T16,Cusco,Mixto,176403.93,2332,1858,24060,28895.59,8.62,96.23,4.95,4,2.87,14562.15,8.1
2024-03-01,T16,Cusco,Mixto,182321.08,2519,2079,23962,26693.57,7.05,82.49,3.86,24,4.22,14074.67,8.62
2024-04-01,T16,Cusco,Mixto,166595.78,2429,1811,19922,21232.74,11.37,85.94,4.61,5,4.01,14029.69,9.19
2024-05-01,T16,Cusco,Mixto,181995.92,2380,1814,17965,18790.66,9.05,98.53,4.62,5,3.21,17439.88,9.69
2024-06-01,T16,Cusco,Mixto,194924.59,2473,2114,21821,26131.09,9.59,90.56,4.25,15,3.65,17575.41,9.99
2024-07-01,T16,Cusco,Mixto,204339.87,2455,1919,25567,27264.11,9.9,99.93,4.54,6,3.35,22195.06,7.58
2024-08-01,T16,Cusco,Mixto,158039.44,2243,1797,19293,20813.35,9.64,89.21,4.4,14,3.78,12813.25,9.44
2024-09-01,T16,Cusco,Mixto,143020.65,2317,1772,18217,20576.17,5.16,89.81,4.57,8,3.27,13081.07,9.28
2024-10-01,T16,Cusco,Mixto,138728.62,1872,1530,20710,24758.05,6.18,84.66,4.12,17,4.68,14701.4,7.77
2024-11-01,T16,Cusco,Mixto,150892.46,2053,1684,18832,19205.13,4.13,85.9,4.28,12,3.71,16069.89,9.25
2024-12-01,T16,Cusco,Mixto,180336.76,2479,1971,19752,22923.94,12.81,96.55,4.19,16,4.59,20264.88,9.7
2025-01-01,T16,Cusco,Mixto,162013.4,2102,1706,22448,24611.29,6.29,92.5,3.88,18,3.95,21300.98,7.64
2025-02-01,T16,Cusco,Mixto,179176.85,2495,1927,19330,22210.41,13.55,89.03,4.59,10,4.0,14124.73,10.16
2025-03-01,T16,Cusco,Mixto,182482.79,2479,1943,21221,23348.03,9.5,89.87,3.67,30,3.86,24489.99,9.25
2025-04-01,T16,Cusco,Mixto,195732.25,2655,2121,22396,27414.45,11.13,86.97,4.72,5,2.46,23599.48,9.38
2025-05-01,T16,Cusco,Mixto,187591.87,2545,2108,21417,27193.43,13.33,88.4,4.57,9,3.55,22052.45,9.74
2025-06-01,T16,Cusco,Mixto,192577.32,2559,2145,23061,25888.43,10.56,87.06,4.29,10,3.82,24166.22,8.96
2025-07-01,T16,Cusco,Mixto,132171.79,2440,2057,20787,24158.16,16.64,66.81,4.34,17,3.43,16023.76,9.56
2025-08-01,T16,Cusco,Mixto,139480.93,2155,1757,21832,22332.41,11.2,82.44,4.12,13,4.01,9483.56,7.78
2025-09-01,T16,Cusco,Mixto,152501.34,2072,1559,14034,17832.01,7.3,99.72,4.43,11,3.23,15594.19,11.1
2025-10-01,T16,Cusco,Mixto,135154.88,1997,1528,17808,18610.88,11.78,88.98,4.17,15,3.67,14072.6,8.32
2025-11-01,T16,Cusco,Mixto,170103.5,1972,1497,18001,21826.52,7.05,106.16,4.49,11,3.6,20254.33,8.87
2025-12-01,T16,Cusco,Mixto,155242.17,2143,1664,21708,24204.96,15.7,86.62,4.33,10,3.88,12467.92,8.15
2024-01-01,T17,Trujillo,Tienda,148313.79,2161,1667,15218,21319.88,4.8,91.02,4.39,12,2.91,16120.05,11.03
2024-02-01,T17,Trujillo,Tienda,174747.59,2322,1858,15608,19668.86,9.02,95.37,4.73,2,3.25,18615.56,12.12
2024-03-01,T17,Trujillo,Tienda,186399.52,2528,1975,17239,24656.51,7.43,97.32,4.47,8,3.6,24665.51,11.72
2024-04-01,T17,Trujillo,Tienda,196272.13,2508,1992,13617,21951.07,8.0,92.58,4.68,5,2.8,15643.56,14.72
2024-05-01,T17,Trujillo,Tienda,173778.76,2413,1887,18463,21770.2,8.99,86.57,4.89,5,2.07,16713.51,10.14
2024-06-01,T17,Trujillo,Tienda,145479.66,2345,1847,15962,21688.59,5.56,86.18,4.59,9,3.44,16032.61,11.72
2024-07-01,T17,Trujillo,Tienda,208968.12,2654,2057,14188,18102.37,10.47,88.23,4.12,17,3.77,26691.34,14.86
2024-08-01,T17,Trujillo,Tienda,158976.11,2002,1651,14200,21124.78,1.58,91.66,4.2,14,4.18,19318.66,11.37
2024-09-01,T17,Trujillo,Tienda,126583.81,2004,1585,11552,14999.46,9.88,87.77,4.07,15,3.98,13819.24,14.32
2024-10-01,T17,Trujillo,Tienda,123886.56,1786,1209,16134,20750.96,6.53,94.5,4.74,5,3.25,11606.74,7.5
2024-11-01,T17,Trujillo,Tienda,153419.48,2072,1700,15127,20915.17,7.31,89.47,5.0,4,2.57,13995.99,11.23
2024-12-01,T17,Trujillo,Tienda,161590.23,2569,1876,19283,23599.37,8.14,88.05,4.64,9,3.22,14424.17,9.96
2025-01-01,T17,Trujillo,Tienda,142781.97,2163,1693,15660,18915.65,3.55,87.5,4.63,2,2.26,11637.21,10.2
2025-02-01,T17,Trujillo,Tienda,193133.58,2512,2010,14590,18789.29,5.81,91.27,4.4,11,2.75,21238.25,13.56
2025-03-01,T17,Trujillo,Tienda,146792.03,2399,1882,18951,22893.95,12.39,79.8,4.82,3,2.33,13828.31,9.45
2025-04-01,T17,Trujillo,Tienda,216552.5,2596,2084,17409,25001.62,8.07,102.46,4.3,9,3.35,22129.45,11.56
2025-05-01,T17,Trujillo,Tienda,159319.94,2252,1750,15379,18978.56,5.92,88.52,4.48,8,3.62,15535.38,11.51
2025-06-01,T17,Trujillo,Tienda,164342.38,2387,1989,15521,20930.78,4.89,85.41,4.36,10,3.95,16843.98,13.0
2025-07-01,T17,Trujillo,Tienda,209019.13,2518,1960,17223,26693.27,12.51,99.82,4.49,10,3.34,17447.75,11.23
2025-08-01,T17,Trujillo,Tienda,133276.26,2020,1628,15142,19643.65,9.29,80.98,4.96,4,2.7,17020.49,10.65
2025-09-01,T17,Trujillo,Tienda,166501.58,2111,1582,14752,21828.01,9.9,98.04,4.5,10,3.92,14146.0,11.25
2025-10-01,T17,Trujillo,Tienda,143290.5,1986,1525,15633,20613.46,6.33,95.73,4.99,3,2.38,11675.51,9.71
2025-11-01,T17,Trujillo,Tienda,155214.64,2325,1860,18311,25224.62,6.68,91.04,4.55,10,3.76,23455.49,10.18
2025-12-01,T17,Trujillo,Tienda,168802.6,2568,1970,12601,16926.58,10.63,84.32,4.42,9,3.64,13496.67,15.53
2024-01-01,T18,Lima,Mixto,202902.44,2714,2052,29643,36031.7,7.26,93.8,5.0,4,1.2,16487.8,7.1
2024-02-01,T18,Lima,Mixto,203134.94,2616,2190,27984,37318.87,9.77,87.05,4.71,2,2.93,19810.18,7.66
2024-03-01,T18,Lima,Mixto,223088.03,3009,2447,28258,35803.97,6.5,90.19,4.57,6,3.13,23455.24,8.73
2024-04-01,T18,Lima,Mixto,203700.66,2704,2164,26173,33349.42,5.44,84.99,4.82,5,2.87,18585.39,7.99
2024-05-01,T18,Lima,Mixto,181068.39,2771,2247,28084,36337.92,6.08,88.85,4.42,9,3.3,17681.6,8.25
2024-06-01,T18,Lima,Mixto,235300.47,2980,2408,26653,30656.07,4.88,98.61,4.94,0,2.67,18845.15,9.04
2024-07-01,T18,Lima,Mixto,215292.26,2978,2235,26030,35102.84,9.06,90.11,4.62,8,3.45,21967.97,8.92
2024-08-01,T18,Lima,Mixto,183767.54,2575,2033,25133,30859.47,9.1,84.62,4.82,2,2.49,17266.63,8.0
2024-09-01,T18,Lima,Mixto,182132.49,2187,1786,25979,33064.61,8.86,100.77,4.37,13,3.37,18551.17,7.0
2024-10-01,T18,Lima,Mixto,207910.94,2586,1999,24930,31674.37,8.38,95.9,4.88,1,2.35,17552.43,7.59
2024-11-01,T18,Lima,Mixto,230560.68,2604,2089,28759,38415.87,8.29,97.95,4.83,2,2.7,18792.77,7.0
2024-12-01,T18,Lima,Mixto,241792.72,3293,2592,34194,44627.69,10.94,88.78,5.0,3,2.25,22289.5,7.58
