cliente_id,zona_id,plan_mbps,estado,fecha_alta
C001584,Z002,100,ACTIVO,2026-05-02
C001585,Z002,200,ACTIVO,2024-04-26
C001586,Z002,200,ACTIVO,2025-09-17
C001587,Z002,100,ACTIVO,2025-08-20
C001588,Z002,200,ACTIVO,2024-05-22
C001589,Z002,600,ACTIVO,2026-06-10
C001590,Z002,100,ACTIVO,2025-04-14
C001591,Z002,100,ACTIVO,2025-08-10
C001592,Z002,200,Activo,2024-05-05
C001593,Z002,100,ACTIVO,2024-02-17
C001594,Z002,100,ACTIVO,2025-06-07
C001595,Z002,100,ACTIVO,2024-04-30
C001596,Z002,600,SUSPENDIDO,2025-02-24
C001597,Z002,600,ACTIVO,2025-10-09
C001598,Z002,200,ACTIVO,2024-03-13
C001599,Z002,100,ACTIVO,2026-02-01
C001600,Z002,200,ACTIVO,2025-02-11
C001601,Z002,300,ACTIVO,2026-04-30
C001602,Z002,200,ACTIVO,2026-02-05
C001603,Z002,100,ACTIVO,2025-12-18
C001604,Z002,100,Activo,2024-05-17
C001605,Z002,200,ACTIVO,2024-06-19
C001606,Z002,100,ACTIVO,2026-04-16
C001607,Z002,300,ACTIVO,2026-01-01
C001608,Z002,100,Activo,2025-02-11
C001609,Z002,100,ACTIVO,2025-01-09
C001610,Z002,500, activo ,2024-10-10
C001611,Z002,500,Activo,2025-09-19
C001612,Z002,200, activo ,2025-08-19
C001613,Z002,200,ACTIVO,2025-11-25
C001614,Z002,300,ACTIVO,2025-07-30
C001615,Z002,200,ACTIVO,2026-01-08
C001616,Z002,200, activo ,2026-02-01
C001617,Z002,200,Activo,2025-09-17
C001618,Z002,500,ACTIVO,2024-05-01
C001619,Z002,200,ACTIVO,2024-11-03
C001620,Z002,200,Activo,2024-08-26
C001621,Z002,500,Activo,2024-06-10
C001622,Z002,200, activo ,2025-05-07
C001623,Z002,500,ACTIVO,2024-10-06
C001624,Z002,200, activo ,2026-05-08
C001625,Z002,600,Activo,2025-11-08
C001626,Z002,300,ACTIVO,2024-05-25
C001627,Z002,300,ACTIVO,2025-10-25
C001628,Z002,500,ACTIVO,2025-09-17
C001629,Z002,200,Activo,2025-06-25
C001630,Z002,100,ACTIVO,2025-01-12
C001631,Z002,200,Activo,2025-01-26
C001632,Z002,100,ACTIVO,2025-05-31
C001633,Z002,200,ACTIVO,2024-09-21
C001634,Z002,200,ACTIVO,2025-10-18
C001635,Z002,500,ACTIVO,2024-01-21
C001636,Z002,100,ACTIVO,2025-07-09
C001637,Z002,100,Activo,2025-06-01
C001638,Z002,100,ACTIVO,2026-01-22
C001639,Z002,200,ACTIVO,2024-05-13
C001640,Z002,300, activo ,2025-07-13
C001641,Z002,200,Activo,2025-01-30
C001642,Z002,200, activo ,2025-05-18
C001643,Z002,100,Activo,2024-02-15
C001644,Z002,500,ACTIVO,2025-10-17
C001645,Z002,200, activo ,2026-03-12
C001646,Z002,200,Activo,2025-11-24
C001647,Z002,200,ACTIVO,2024-11-14
C001648,Z002,200,ACTIVO,2026-02-17
C001649,Z002,600, activo ,2025-06-20
C001650,Z002,200,SUSPENDIDO,2026-03-09
C001651,Z002 ,100,ACTIVO,2025-12-26
C001652,Z002,500, activo ,2025-03-07
C001653,Z002,300,Activo,2024-02-15
C001654,Z002,200,ACTIVO,2025-01-19
C001655,Z002,100,ACTIVO,2024-03-11
C001656,Z002,300, activo ,2026-02-09
C001657,Z002,200,ACTIVO,2025-12-17
C001658,Z002,200,ACTIVO,2024-01-31
C001659,Z002,200,ACTIVO,2024-03-29
C001660,Z002,200,ACTIVO,2025-09-13
C001661,Z002,200,ACTIVO,2024-10-23
C001662,Z002,200,ACTIVO,2025-01-29
C001663,Z002,100, activo ,2024-02-03
C001664,Z002,200,ACTIVO,2024-03-04
C001665,Z002,200,ACTIVO,2025-04-18
C001666,Z002,200,Activo,2026-02-13
C001667,Z002,200,ACTIVO,2026-06-09
C001668,Z002,200,ACTIVO,2024-12-29
C001669,Z002,600,Activo,2024-09-27
C001670,Z002,200, activo ,2026-06-15
C001671,Z002,300,Activo,2025-05-16
C001672,Z002,300, activo ,2026-06-06
C001673,Z002,300,ACTIVO,2026-03-04
C001674,Z002,200, activo ,2025-09-21
C001675,Z002,500,ACTIVO,2026-04-03
C001676,Z002,100,ACTIVO,2024-04-30
C001677,Z002,100,Activo,2026-06-14
C001678,Z002,500,ACTIVO,2025-05-12
C001679,Z002,200,ACTIVO,2024-03-28
C001680,Z002,100,ACTIVO,2026-03-07
C001681,Z002,100, activo ,2026-02-01
C001682,Z002,300,Activo,2024-04-05
C001683,Z002,300,ACTIVO,2025-09-04
C001684,Z002,200,ACTIVO,2024-02-25
C001685,Z002,300,ACTIVO,2024-02-29
C001686,Z002,100,ACTIVO,2025-02-08
C001687,Z002,100,Activo,2024-10-31
C001688,Z002,600,Activo,2024-03-05
C001689,Z002,100,ACTIVO,2025-11-03
C001690,Z002,100,ACTIVO,2024-10-28
C001691,Z002,500,Activo,2026-03-10
C001692,Z002,300,ACTIVO,2024-06-07
C001693,Z002,600,ACTIVO,2025-02-26
C001694,Z002,300,ACTIVO,2025-10-21
C001695,Z002,100,ACTIVO,2025-12-27
C001696,Z002,200,Activo,2026-02-20
C001697,Z002,300, activo ,2024-05-01
C001698,Z002,200,Activo,2025-03-04
C001699,Z002,200, activo ,2024-10-07
C001700,Z002,100, activo ,2024-01-19
C001701,Z002,200,ACTIVO,2024-05-17
C001702,Z002,200, activo ,2024-06-17
C001703,Z002,100,ACTIVO,2025-05-19
C001704,Z002,600,ACTIVO,2025-02-22
C001705,Z002,600, activo ,2025-01-26
C001706,Z002,500,Activo,2024-09-11
C001707,Z002,200,ACTIVO,2025-03-23
C001708,Z002,500,Activo,2026-01-03
C001709,Z002,600,ACTIVO,2024-04-24
C001710,Z002,500,ACTIVO,2025-12-27
C001711,Z002,100,ACTIVO,2026-04-25
C001712,Z002,200,Activo,2026-02-10
C001713,Z002,100,ACTIVO,2024-04-25
C001714,Z002,100, activo ,2025-07-07
C001715,Z002,100, activo ,2026-06-16
C001716,Z002,600,Activo,2024-07-13
C001717,Z002,100,ACTIVO,2024-06-24
C001718,Z002,300, activo ,2024-03-08
C001719,Z002,200,ACTIVO,2024-06-06
C001720,Z002,200,Activo,2025-06-14
C001721,Z002,200,Activo,2024-06-17
C001722,Z002,200,ACTIVO,2026-06-16
C001723,Z002,100,ACTIVO,2024-06-10
C001724,Z002,500,Activo,2024-11-05
C001725,Z002,200, activo ,2024-07-28
C001726,Z002,500,ACTIVO,2024-08-20
C001727,Z002,300, activo ,2026-01-02
C001728,Z002,500,ACTIVO,2025-12-10
C001729,Z002,500,ACTIVO,2024-02-07
C001730,Z002,100,ACTIVO,2025-07-10
C001731,Z002,300,ACTIVO,2024-01-17
C001732,Z002,500, activo ,2025-10-29
C001733,Z002,100, activo ,2024-10-17
C001734,Z002,200, activo ,2024-03-01
C001735,Z002,100,ACTIVO,2026-05-09
C001736,Z002,200, activo ,2024-01-23
C001737,Z002,100,ACTIVO,2025-09-06
C001738,Z002,100,Activo,2025-05-26
C001739,Z002,500,Activo,2025-02-12
C001740,Z002,200, activo ,2026-02-28
C001741,Z002,100,ACTIVO,2025-09-17
C001742,Z002,100, activo ,2025-08-13
C001743,Z002,300,SUSPENDIDO,2025-04-09
C001744,Z002,200,Activo,2024-10-09
C001745,Z002,200,ACTIVO,2026-04-17
C001746,Z002,600,Activo,2025-08-16
C001747,Z002,100,ACTIVO,2025-12-03
C001748,Z002,100,ACTIVO,2025-06-13
C001749,Z002,200,ACTIVO,2024-12-31
C001750,Z002,100,ACTIVO,2025-04-05
C001751,Z002,100,Activo,2025-10-19
C001752,Z002,500,ACTIVO,2024-06-24
C001753,Z002,200,ACTIVO,2024-09-26
C001754,Z002,200, activo ,2024-07-21
C001755,Z002,500,ACTIVO,2025-04-08
C001756,Z002,300,ACTIVO,2024-05-18
C001757,Z002,100,Activo,2024-08-25
C001758,Z002,300,ACTIVO,2025-04-12
C001759,Z002,200,ACTIVO,2025-02-01
C001760,Z002,100,Activo,2025-11-11
C001761,Z002,500,Activo,2025-04-03
C001762,Z002,200,ACTIVO,2024-01-18
C001763,Z002,300, activo ,2025-03-03
C001764,Z002 ,500,ACTIVO,2024-12-04
C001765,Z002,200,ACTIVO,2025-10-04
C001766,Z002,100,ACTIVO,2025-10-30
C001767,Z002,300,ACTIVO,2026-04-24
C001768,Z002,100,ACTIVO,2024-01-13
C001769,Z002,200,ACTIVO,2025-04-08
C001770,Z002,100,ACTIVO,2025-07-06
C001771,Z002,200,ACTIVO,2025-05-27
C001772,Z002,100,ACTIVO,2024-05-04
C001773,Z002,200, activo ,2025-12-21
C001774,Z002,200,ACTIVO,2026-01-18
C001775,Z002,300, activo ,2024-12-11
C001776,Z002,200,ACTIVO,2024-07-31
C001777,Z002,100,ACTIVO,2024-05-18
C001778,Z002,500,ACTIVO,2026-03-01
C001779,Z002,200,ACTIVO,2025-03-20
C001780,Z002,300,ACTIVO,2025-03-16
C001781,Z002,500,SUSPENDIDO,2025-06-28
C001782,Z002,300,ACTIVO,2025-08-11
C001783,Z002,200,ACTIVO,2025-08-27
C001784,Z002,100, activo ,2025-06-09
C001785,Z002,200,ACTIVO,2024-11-18
C001786,Z002,600,ACTIVO,2024-10-21
C001787,Z002,100,ACTIVO,2024-11-21
C001788,Z002,600,ACTIVO,2025-08-15
C001789,Z002,500,ACTIVO,2024-01-18
C001790,Z002 ,100,ACTIVO,2025-08-06
C001791,Z002,300,ACTIVO,2026-03-19
C001792,Z002,500,SUSPENDIDO,2024-08-02
C001793,Z002,200,Activo,2026-02-20
C001794,Z002,200, activo ,2025-12-12
C001795,Z002,200,Activo,2024-06-09
C001796,Z002,200,ACTIVO,2024-04-10
C001797,Z002,200, activo ,2024-07-09
C001798,Z002,100,ACTIVO,2026-06-15
C001799,Z002,200,ACTIVO,2024-01-22
C001800,Z002,500,Activo,2025-03-20
C001801,Z002,100,ACTIVO,2025-11-25
C001802,Z002,200,ACTIVO,2025-07-10
C001803,Z002,200,ACTIVO,2026-02-13
C001804,Z002,300,ACTIVO,2024-06-17
C001805,Z002,300,ACTIVO,2026-02-12
C001806,Z002,100,ACTIVO,2026-02-28
C001807,Z002,200,ACTIVO,2026-02-17
C001808,Z002,300,ACTIVO,2024-09-25
C001809,Z002,100,ACTIVO,2026-05-12
C001810,Z002,500,Activo,2025-11-27
C001811,Z002,300,Activo,2026-05-20
C001812,Z002,100,ACTIVO,2025-09-05
C001813,Z002,300,ACTIVO,2025-07-04
C001814,Z002,200,ACTIVO,2025-08-11
C001815,Z002,100,Activo,2025-01-11
C001816,Z002,100,ACTIVO,2026-02-18
C001817,Z002,100,ACTIVO,2025-01-07
C001818,Z002,200,ACTIVO,2026-06-09
C001819,Z002,200,SUSPENDIDO,2024-07-04
C001820,Z002,300,ACTIVO,2024-08-15
C001821,Z002,100,Activo,2024-07-30
C001822,Z002,300,ACTIVO,2024-01-02
C001823,Z002,300,Activo,2025-04-11
C001824,Z002,100,Activo,2025-10-13
C001825,Z002,600,ACTIVO,2024-01-09
C001826,Z002,500,ACTIVO,2024-09-03
C001827,Z002,300,Activo,2024-07-09
C001828,Z002,300,ACTIVO,2024-02-03
C001829,Z002,200, activo ,2026-01-13
C001830,Z002,200, activo ,2024-05-26
C001831,Z002,100, activo ,2026-04-05
C001832,Z002,200,ACTIVO,2024-03-12
C001833,Z002,300, activo ,2026-05-01
C001834,Z002,600,Activo,2026-02-03
C001835,Z002,300,ACTIVO,2025-01-17
C001836,Z002,300, activo ,2026-04-01
C001837,Z002,100,ACTIVO,2026-05-23
C001838,Z002,100,ACTIVO,2025-10-18
C001839,Z002,600,ACTIVO,2024-07-12
C001840,Z002,200,ACTIVO,2024-06-12
C001841,Z002,300, activo ,2025-08-02
C001842,Z002,300,Activo,2026-06-06
C001843,Z002,200, activo ,2026-03-16
C001844,Z002,100,SUSPENDIDO,2024-07-15
C001845,Z002,500,ACTIVO,2024-03-07
C001846,Z002,200,ACTIVO,2025-08-30
C001847,Z002,200,ACTIVO,2025-03-04
C001848,Z002,200,ACTIVO,2025-05-09
C001849,Z002,100, activo ,2025-11-08
C001850,Z002,500,ACTIVO,2025-07-28
C001851,Z002,300, activo ,2026-02-21
C001852,Z002,100,ACTIVO,2024-10-24
C001853,Z002,200,ACTIVO,2025-07-15
C001854,Z002,200,Activo,2024-10-20
C001855,Z002,100,ACTIVO,2024-02-29
C001856,Z002,100,ACTIVO,2025-09-12
C001857,Z002,100,ACTIVO,2024-01-15
C001858,Z002,100,ACTIVO,2025-03-02
C001859,Z002,600, activo ,2024-06-22
C001860,Z002,200,ACTIVO,2024-07-12
C001861,Z002,500, activo ,2025-02-11
C001862,Z002,100,ACTIVO,2024-04-23
C001863,Z002,500, activo ,2024-04-09
C001864,Z002,300,ACTIVO,2024-04-06
C001865,Z002,300, activo ,2025-01-01
C001866,Z002,100,ACTIVO,2025-02-13
C001867,Z002,200, activo ,2026-04-24
C001868,Z002,500,ACTIVO,2024-11-02
C001869,Z002,100,ACTIVO,2026-06-12
C001870,Z002,200,Activo,2024-02-01
C001871,Z002,100,ACTIVO,2025-01-02
C001872,Z002,100, activo ,2024-04-29
C001873,Z002,500,ACTIVO,2024-11-03
C001874,Z002,300,SUSPENDIDO,2025-11-15
C001875,Z002,200,ACTIVO,2024-09-09
C001876,Z002,500,Activo,2025-02-11
C001877,Z002,200,ACTIVO,2025-01-17
C001878,Z002,500,ACTIVO,2025-10-16
C001879,Z002,300,ACTIVO,2024-05-31
C001880,Z002,200,Activo,2025-03-06
C001881,Z002,600,ACTIVO,2025-11-18
C001882,Z002,200,ACTIVO,2024-11-04
C001883,Z002,200,ACTIVO,2025-03-26
C001884,Z002,100,ACTIVO,2025-01-20
C001885,Z002,500,ACTIVO,2024-08-24
C001886,Z002,500,ACTIVO,2025-07-04
C001887,Z002,100,ACTIVO,2025-01-13
C001888,Z002,200,ACTIVO,2025-06-15
C001889,Z002,200,ACTIVO,2025-11-02
C001890,Z002,300,ACTIVO,2024-08-28
C001891,Z002,200, activo ,2024-08-13
C001892,Z002,300,ACTIVO,2024-08-21
C001893,Z002,200, activo ,2024-04-21
C001894,Z002,100, activo ,2024-11-04
C001895,Z002,300,Activo,2024-06-16
C001896,Z002,100,Activo,2024-02-14
C001897,Z002,100,ACTIVO,2025-02-13
C001898,Z002,200,ACTIVO,2025-12-02
C001899,Z002,100,ACTIVO,2025-06-08
C001900,Z002,500,ACTIVO,2025-07-09
C001901,Z002,100,ACTIVO,2024-01-27
C001902,Z002,200, activo ,2024-11-23
C001903,Z002,300,ACTIVO,2025-07-23
C001904,Z002,100, activo ,2026-06-09
C001905,Z002,200,ACTIVO,2025-03-09
C001906,Z002,200,ACTIVO,2026-04-09
C001907,Z002,200,Activo,2024-03-17
C001908,Z002,100,Activo,2025-05-27
C001909,Z002,300,ACTIVO,2025-08-06
C001910,Z002,200,ACTIVO,2024-01-04
C001911,Z002,100,ACTIVO,2025-02-25
C001912,Z002,200,Activo,2024-03-14
C001913,Z002,200,SUSPENDIDO,2026-04-10
C001914,Z002,300,SUSPENDIDO,2026-04-04
C001915,Z002,500,ACTIVO,2025-10-02
C001916,Z002,100,Activo,2025-11-05
C001917,Z002,200,ACTIVO,2025-11-10
C001918,Z002,600,ACTIVO,2024-09-03
C001919,Z002,100,ACTIVO,2025-02-05
C001920,Z002,500,Activo,2025-03-07
C001921,Z002,200,ACTIVO,2025-01-24
C001922,Z002,200, activo ,2024-02-11
C001923,Z002,300,ACTIVO,2025-10-18
C001924,Z002,200,ACTIVO,2025-06-19
C001925,Z002,200,Activo,2026-02-17
C001926,Z002,500,ACTIVO,2025-04-01
C001927,Z002,100,ACTIVO,2025-10-11
C001928,Z002,300,ACTIVO,2025-03-26
C001929,Z002,300,ACTIVO,2025-03-01
C001930,Z002,300,ACTIVO,2025-08-21
C001931,Z002,200,ACTIVO,2026-05-26
C001932,Z002,300, activo ,2025-01-07
C001933,Z002,300,ACTIVO,2024-02-06
C001934,Z002,300,ACTIVO,2025-09-06
C001935,Z002,500,ACTIVO,2024-12-28
C001936,Z002,100,ACTIVO,2024-01-10
C001937,Z002,500,ACTIVO,2025-08-05
C001938,Z002,200,ACTIVO,2024-09-04
C001939,Z002,200,ACTIVO,2024-04-16
C001940,Z002,100,Activo,2025-08-13
C001941,Z002,100,Activo,2024-03-07
C001942,Z002,100,ACTIVO,2025-12-26
C001943,Z002,500,ACTIVO,2025-09-10
C001944,Z002,100,ACTIVO,2025-07-21
C001945,Z002,200, activo ,2024-09-12
C001946,Z002,300,Activo,2024-09-01
C001947,Z002,100,ACTIVO,2024-12-24
C001948,Z002,200,Activo,2024-08-02
C001949,Z002,200,ACTIVO,2025-04-14
C001950,Z002,300,ACTIVO,2025-09-18
C001951,Z002,300,ACTIVO,2025-06-01
C001952,Z002,200,ACTIVO,2025-09-04
C001953,Z002,100,ACTIVO,2025-11-15
C001954,Z002 ,200, activo ,2025-06-26
C001955,Z002,500,ACTIVO,2024-04-07
C001956,Z002,200,SUSPENDIDO,2025-09-17
C001957,Z002,100,ACTIVO,2025-03-01
C001958,Z002,200,Activo,2025-02-01
C001959,Z002,200,ACTIVO,2026-06-07
C001960,Z002,500, activo ,2025-03-31
C001961,Z002,200,ACTIVO,2026-03-12
C001962,Z002,500,Activo,2024-06-10
C001963,Z002,300, activo ,2025-04-06
C001964,Z002,300,ACTIVO,2024-04-19
C001965,Z002,100,ACTIVO,2024-02-05
C001966,Z002,500,ACTIVO,2024-12-14
C001967,Z002,500,Activo,2024-04-17
C001968,Z002,500,ACTIVO,2025-08-24
C001969,Z002,200,ACTIVO,2025-10-17
C001970,Z002,500,ACTIVO,2024-09-05
C001971,Z002,200,ACTIVO,2025-08-13
C001972,Z002,300,ACTIVO,2025-03-12
C001973,Z002,300,Activo,2025-08-18
C001974,Z002,200,Activo,2025-12-09
C001975,Z002,100,ACTIVO,2026-02-28
C001976,Z002,300,ACTIVO,2025-10-13
C001977,Z002,500,ACTIVO,2024-08-08
C001978,Z002,600,ACTIVO,2025-06-19
C001979,Z002,500,ACTIVO,2025-03-02
C001980,Z002,300,Activo,2025-12-05
C001981,Z002,100,Activo,2025-07-10
C001982,Z002,600,ACTIVO,2024-08-02
C001983,Z002,100, activo ,2025-04-13
C001984,Z002,200,Activo,2024-08-06
C001985,Z002,100,ACTIVO,2024-02-27
C001986,Z002,200,ACTIVO,2025-03-13
C001987,Z002,100,ACTIVO,2024-01-18
C001988,Z002,100,Activo,2024-10-13
C001989,Z002,300,ACTIVO,2024-05-31
C001990,Z002,500,ACTIVO,2024-10-12
C001991,Z002,200,ACTIVO,2025-04-06
C001992,Z002,500, activo ,2024-07-06
C001993,Z002,500,ACTIVO,2025-08-08
C001994,Z002,100,ACTIVO,2024-10-06
C001995,Z002,200,Activo,2025-05-13
C001996,Z002,500,ACTIVO,2024-06-19
C001997,Z002,100, activo ,2024-08-28
C001998,Z002,200,ACTIVO,2025-09-25
C001999,Z002,100,ACTIVO,2026-05-13
C002000,Z002,200,Activo,2025-02-28
C002001,Z002,100,Activo,2024-08-23
C002002,Z002,100,ACTIVO,2025-11-21
C002003,Z002,200,Activo,2025-09-10
C002004,Z002,300,ACTIVO,2025-08-08
C002005,Z002,100,ACTIVO,2024-03-10
C002006,Z002,300,ACTIVO,2024-07-02
C002007,Z002,200,ACTIVO,2025-12-07
C002008,Z002,300,ACTIVO,2025-03-14
C002009,Z002,500, activo ,2025-04-26
C002010,Z002,300,Activo,2026-03-02
C002011,Z002,300,ACTIVO,2025-01-21
C002012,Z002,300,ACTIVO,2024-10-16
C002013,Z002,100, activo ,2024-03-02
C002014,Z002,200,Activo,2024-02-11
C002015,Z002,100, activo ,2025-11-21
C002016,Z002,500,Activo,2024-06-20
C002017,Z002,200,ACTIVO,2024-06-06
C002018,Z002,200,ACTIVO,2024-10-11
C002019,Z002,600,ACTIVO,2025-12-29
C002020,Z002,100,SUSPENDIDO,2026-01-17
C002021,Z002,100,ACTIVO,2025-03-16
C002022,Z002,100, activo ,2025-05-17
C002023,Z002,200,ACTIVO,2025-09-25
C002024,Z002,300,ACTIVO,2025-05-09
C002025,Z002,100,ACTIVO,2026-03-27
C002026,Z002,100, activo ,2024-09-28
C002027,Z002,200,Activo,2024-02-07
C002028,Z002,200,ACTIVO,2024-11-17
C002029,Z002,200,ACTIVO,2024-07-24
C002030,Z002,200,SUSPENDIDO,2025-02-11
C002031,Z002,100,ACTIVO,2025-03-03
C002032,Z002,200,Activo,2024-05-14
C002033,Z002,100,ACTIVO,2025-01-25
C002034,Z002,100, activo ,2025-01-10
C002035,Z002,200, activo ,2026-06-07
C002036,Z002,500,ACTIVO,2025-01-09
C002037,Z002,200,Activo,2026-01-21
C002038,Z002,200,SUSPENDIDO,2024-11-05
C002039,Z002,300,Activo,2026-03-21
C002040,Z002,500, activo ,2025-08-02
C002041,Z002,300,ACTIVO,2025-08-30
C002042,Z002,300, activo ,2024-01-21
C002043,Z002,200,ACTIVO,2026-01-10
C002044,Z002,200, activo ,2024-09-16
C002045,Z002,100,Activo,2025-11-06
C002046,Z002,500,ACTIVO,2025-11-09
C002047,Z002,500,Activo,2026-01-01
C002048,Z002,100,ACTIVO,2025-11-21
C002049,Z002,300,ACTIVO,2024-04-05
C002050,Z002,300,ACTIVO,2025-01-23
C002051,Z002,100,ACTIVO,2024-04-21
C002052,Z002,500,SUSPENDIDO,2024-07-11
C002053,Z002,200,ACTIVO,2025-08-16
C002054,Z002,200, activo ,2024-07-16
C002055,Z002,200,ACTIVO,2024-07-29
C002056,Z002,100, activo ,2024-02-05
C002057,Z002,300,ACTIVO,2025-05-19
C002058,Z002,500,ACTIVO,2024-10-14
C002059,Z002,500, activo ,2025-11-28
C002060,Z002,500,ACTIVO,2025-03-11
C002061,Z002,300,ACTIVO,2026-06-03
C002062,Z002,100,ACTIVO,2025-03-02
C002063,Z002,100,ACTIVO,2025-04-19
C002064,Z002,200,ACTIVO,2025-06-14
C002065,Z002,600, activo ,2025-03-27
C002066,Z002,200,Activo,2024-04-23
C002067,Z002,300,ACTIVO,2024-09-25
C002068,Z002,100,ACTIVO,2025-11-02
C002069,Z002,300,Activo,2025-09-29
C002070,Z002,100,ACTIVO,2026-01-23
C002071,Z002,100,ACTIVO,2025-06-27
C002072,Z002,200,ACTIVO,2024-01-04
C002073,Z002,300,ACTIVO,2025-06-13
C002074,Z002,300,ACTIVO,2024-01-03
C002075,Z002,500,ACTIVO,2025-10-17
C002076,Z002,500,ACTIVO,2025-04-22
C002077,Z002,300,Activo,2025-10-31
C002078,Z002,300, activo ,2024-04-20
C002079,Z002,600,ACTIVO,2024-08-29
C002080,Z002,300,ACTIVO,2024-11-06
C002081,Z002,200,ACTIVO,2026-01-20
C002082,Z002,200,ACTIVO,2024-06-02
C002083,Z002,100,ACTIVO,2024-10-27
C002084,Z002,100,ACTIVO,2026-04-16
C002085,Z002,200,ACTIVO,2024-05-07
C002086,Z002,500,ACTIVO,2026-05-16
C002087,Z002,200,ACTIVO,2025-07-01
C002088,Z002,200,ACTIVO,2024-02-04
C002089,Z002,100,ACTIVO,2026-02-25
C002090,Z002,100,ACTIVO,2024-03-29
C002091,Z002,200,ACTIVO,2024-02-17
C002092,Z002,100,ACTIVO,2024-01-05
C002093,Z002,500, activo ,2024-07-03
C002094,Z002,200,Activo,2024-12-31
C002095,Z002,300,ACTIVO,2024-12-22
C002096,Z002,200,ACTIVO,2024-04-06
C002097,Z002,100,ACTIVO,2024-04-08
C002098,Z002,200,ACTIVO,2024-10-02
C002099,Z002,300,ACTIVO,2025-01-10
C002100,Z002,100, activo ,2024-06-30
C002101,Z003,200,ACTIVO,2024-12-16
C002102,Z003,500,Activo,2024-08-20
C002103,Z003,500,Activo,2024-11-12
C002104,Z003,200,ACTIVO,2025-01-15
C002105,Z003,300,ACTIVO,2024-12-27
C002106,Z003,500,ACTIVO,2024-05-19
C002107,Z003,100,ACTIVO,2026-03-13
C002108,Z003,500,ACTIVO,2026-02-21
C002109,Z003,600, activo ,2025-06-20
C002110,Z003,500,ACTIVO,2026-01-12
C002111,Z003,300,ACTIVO,2026-04-16
C002112,Z003,100,Activo,2025-10-09
C002113,Z003,600,ACTIVO,2026-05-22
C002114,Z003,200,ACTIVO,2026-06-06
C002115,Z003,100, activo ,2025-06-30
C002116,Z003,200,Activo,2025-05-14
C002117,Z003,200,ACTIVO,2025-05-02
C002118,Z003,300,Activo,2026-02-15
C002119,Z003,300,SUSPENDIDO,2025-08-03
C002120,Z003,200,ACTIVO,2024-08-05
C002121,Z003,300,Activo,2025-11-08
C002122,Z003,200,ACTIVO,2025-10-15
C002123,Z003,300,SUSPENDIDO,2025-06-11
C002124,Z003,100,ACTIVO,2024-09-22
C002125,Z003,200,ACTIVO,2026-05-25
C002126,Z003,300,ACTIVO,2024-11-08
C002127,Z003,200,ACTIVO,2024-03-11
C002128,Z003,200,ACTIVO,2026-04-06
C002129,Z003,100,Activo,2026-02-05
C002130,Z003,100,ACTIVO,2026-02-16
C002131,Z003,100,Activo,2024-08-15
C002132,Z003,200,ACTIVO,2026-04-09
C002133,Z003,300,Activo,2024-09-11
C002134,Z003,100,ACTIVO,2024-08-10
C002135,Z003,300,Activo,2025-10-10
C002136,Z003,500,ACTIVO,2025-08-22
C002137,Z003,200,ACTIVO,2025-07-06
C002138,Z003,300,ACTIVO,2026-02-20
C002139,Z003,100,Activo,2025-11-07
C002140,Z003,300,ACTIVO,2025-11-04
C002141,Z003,500,Activo,2025-04-22
C002142,Z003,300, activo ,2025-08-14
C002143,Z003,500,ACTIVO,2024-10-21
C002144,Z003,200, activo ,2025-01-10
C002145,Z003,300,ACTIVO,2026-02-02
C002146,Z003,500, activo ,2024-05-07
C002147,Z003,600,ACTIVO,2024-12-16
C002148,Z003,500,ACTIVO,2025-12-06
C002149,Z003,100,SUSPENDIDO,2026-01-10
C002150,Z003,300,Activo,2024-01-28
C002151,Z003,300,ACTIVO,2025-10-24
C002152,Z003,100, activo ,2025-10-11
C002153,Z003,100,Activo,2026-03-23
C002154,Z003,100,ACTIVO,2025-12-06
C002155,Z003,300,ACTIVO,2024-06-27
C002156,Z003,200, activo ,2024-06-20
C002157,Z003,300,ACTIVO,2026-01-13
C002158,Z003,200,ACTIVO,2026-05-30
C002159,Z003,200,ACTIVO,2024-09-26
C002160,Z003,300,ACTIVO,2024-10-20
C002161,Z003,300,ACTIVO,2025-07-16
C002162,Z003,100,ACTIVO,2024-12-11
C002163,Z003,300,ACTIVO,2024-05-23
C002164,Z003,100, activo ,2024-05-27
C002165,Z003,200,Activo,2025-09-10
C002166,Z003,100,Activo,2024-10-25
C002167,Z003,200,ACTIVO,2024-04-24
C002168,Z003,100,ACTIVO,2026-05-13
C002169,Z003,200,ACTIVO,2025-11-18
C002170,Z003,100, activo ,2025-12-07
C002171,Z003,300,SUSPENDIDO,2024-09-23
C002172,Z003,500,Activo,2026-01-05
C002173,Z003,200,ACTIVO,2025-12-30
C002174,Z003,200,Activo,2025-08-15
C002175,Z003,100, activo ,2025-03-05
C002176,Z003,500,ACTIVO,2024-07-02
C002177,Z003,100, activo ,2024-05-23
C002178,Z003,300,SUSPENDIDO,2026-01-06
C002179,Z003,200, activo ,2024-12-28
C002180,Z003,200,ACTIVO,2024-11-12
C002181,Z003,100,ACTIVO,2025-04-07
C002182,Z003,100, activo ,2025-11-03
C002183,Z003,200,ACTIVO,2024-01-17
C002184,Z003,100,ACTIVO,2025-08-04
C002185,Z003,300,ACTIVO,2024-02-07
C002186,Z003,300,ACTIVO,2024-04-05
C002187,Z003,500, activo ,2025-02-21
C002188,Z003,200,ACTIVO,2024-05-07
